,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2,S,Sul,2024-01-01,10472.40329167
6,S,Sul,2024-01-02,12956.08525
10,S,Sul,2024-01-03,13443.96695833
14,S,Sul,2024-01-04,13904.14791667
18,S,Sul,2024-01-05,13813.90220833
22,S,Sul,2024-01-06,13046.68654167
26,S,Sul,2024-01-07,12846.31095833
30,S,Sul,2024-01-08,16220.4935
34,S,Sul,2024-01-09,16444.15704167
38,S,Sul,2024-01-10,16393.82204167
42,S,Sul,2024-01-11,16248.09295833
46,S,Sul,2024-01-12,15124.02966667
50,S,Sul,2024-01-13,13041.35433333
54,S,Sul,2024-01-14,12259.44625
58,S,Sul,2024-01-15,15929.24416667
62,S,Sul,2024-01-16,16750.95583333
66,S,Sul,2024-01-17,15124.07983333
70,S,Sul,2024-01-18,15210.248625
74,S,Sul,2024-01-19,15729.93145833
78,S,Sul,2024-01-20,13397.92066667
82,S,Sul,2024-01-21,11189.19004167
86,S,Sul,2024-01-22,13890.41725
90,S,Sul,2024-01-23,13685.83679167
94,S,Sul,2024-01-24,13615.23191667
98,S,Sul,2024-01-25,13522.8515
102,S,Sul,2024-01-26,13542.64075
106,S,Sul,2024-01-27,12044.583875
110,S,Sul,2024-01-28,10774.57245833
114,S,Sul,2024-01-29,13961.6175
118,S,Sul,2024-01-30,15170.66333333
122,S,Sul,2024-01-31,15746.21908333
126,S,Sul,2024-02-01,16537.46783333
130,S,Sul,2024-02-02,16187.34916667
134,S,Sul,2024-02-03,14604.34329167
138,S,Sul,2024-02-04,13850.249125
142,S,Sul,2024-02-05,17197.22233333
146,S,Sul,2024-02-06,17854.349375
150,S,Sul,2024-02-07,18150.0915
154,S,Sul,2024-02-08,17873.15270833
158,S,Sul,2024-02-09,18150.92829167
162,S,Sul,2024-02-10,15712.07791667
166,S,Sul,2024-02-11,14433.46154167
170,S,Sul,2024-02-12,17158.31254167
174,S,Sul,2024-02-13,16380.4565
178,S,Sul,2024-02-14,15315.4455
182,S,Sul,2024-02-15,15022.87308333
186,S,Sul,2024-02-16,14682.94341667
190,S,Sul,2024-02-17,13049.961625
194,S,Sul,2024-02-18,12063.17033333
198,S,Sul,2024-02-19,15518.01179167
202,S,Sul,2024-02-20,15137.55820833
206,S,Sul,2024-02-21,15196.14379167
210,S,Sul,2024-02-22,15701.445875
214,S,Sul,2024-02-23,16726.62220833
218,S,Sul,2024-02-24,14942.71820833
222,S,Sul,2024-02-25,12985.16179167
226,S,Sul,2024-02-26,15571.84379167
230,S,Sul,2024-02-27,15859.429375
234,S,Sul,2024-02-28,16232.65866667
238,S,Sul,2024-02-29,16227.146125
242,S,Sul,2024-03-01,16015.77733333
246,S,Sul,2024-03-02,14249.04341667
250,S,Sul,2024-03-03,13023.61016667
254,S,Sul,2024-03-04,15596.39804167
258,S,Sul,2024-03-05,14557.17341667
