,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
894,S,Sul,2001-08-12,5020.54166667
898,S,Sul,2001-08-13,6792.40833333
902,S,Sul,2001-08-14,7094.1875
906,S,Sul,2001-08-15,7141.35
910,S,Sul,2001-08-16,7201.27916667
914,S,Sul,2001-08-17,7189.9875
918,S,Sul,2001-08-18,6362.15
922,S,Sul,2001-08-19,5150.58333333
926,S,Sul,2001-08-20,6816.6875
930,S,Sul,2001-08-21,6989.98333333
934,S,Sul,2001-08-22,6938.5875
938,S,Sul,2001-08-23,7006.86666667
942,S,Sul,2001-08-24,7036.925
946,S,Sul,2001-08-25,6201.075
950,S,Sul,2001-08-26,5161.0
954,S,Sul,2001-08-27,6889.8125
958,S,Sul,2001-08-28,7044.9
962,S,Sul,2001-08-29,7024.66666667
966,S,Sul,2001-08-30,7206.7625
970,S,Sul,2001-08-31,7251.02083333
974,S,Sul,2001-09-01,6336.82916667
978,S,Sul,2001-09-02,5185.675
982,S,Sul,2001-09-03,7009.85833333
986,S,Sul,2001-09-04,7200.27083333
990,S,Sul,2001-09-05,7119.42916667
994,S,Sul,2001-09-06,7007.94583333
998,S,Sul,2001-09-07,5496.02083333
1002,S,Sul,2001-09-08,5650.75
1006,S,Sul,2001-09-09,5046.89166667
1010,S,Sul,2001-09-10,6917.275
1014,S,Sul,2001-09-11,6927.3375
1018,S,Sul,2001-09-12,6890.5625
1022,S,Sul,2001-09-13,7112.275
1026,S,Sul,2001-09-14,7005.57916667
1030,S,Sul,2001-09-15,6054.37083333
1034,S,Sul,2001-09-16,4746.775
1038,S,Sul,2001-09-17,6456.75
1042,S,Sul,2001-09-18,6806.5375
1046,S,Sul,2001-09-19,6947.80416667
1050,S,Sul,2001-09-20,6763.77083333
1054,S,Sul,2001-09-21,6840.04583333
1058,S,Sul,2001-09-22,6154.075
1062,S,Sul,2001-09-23,5007.79166667
1066,S,Sul,2001-09-24,6856.20833333
1070,S,Sul,2001-09-25,7084.00416667
1074,S,Sul,2001-09-26,6992.18333333
1078,S,Sul,2001-09-27,6968.83333333
1082,S,Sul,2001-09-28,7059.54166667
1086,S,Sul,2001-09-29,6159.72083333
1090,S,Sul,2001-09-30,5118.49166667
1094,S,Sul,2001-10-01,6680.42916667
1098,S,Sul,2001-10-02,6822.51666667
1102,S,Sul,2001-10-03,6803.33333333
1106,S,Sul,2001-10-04,6897.49166667
1110,S,Sul,2001-10-05,6955.85833333
1114,S,Sul,2001-10-06,6226.47916667
1118,S,Sul,2001-10-07,5123.71666667
1122,S,Sul,2001-10-08,6708.00541667
1126,S,Sul,2001-10-09,6995.00416667
1130,S,Sul,2001-10-10,7013.04166667
1134,S,Sul,2001-10-11,7093.1
1138,S,Sul,2001-10-12,5657.3375
1142,S,Sul,2001-10-13,5845.82916667
1146,S,Sul,2001-10-14,4928.46666667
1150,S,Sul,2001-10-15,6843.34166667
1154,S,Sul,2001-10-16,7153.00416667
1158,S,Sul,2001-10-17,7139.69166667
1162,S,Sul,2001-10-18,7144.89583333
1166,S,Sul,2001-10-19,7149.475
1170,S,Sul,2001-10-20,6300.14166667
1174,S,Sul,2001-10-21,5075.55416667
1178,S,Sul,2001-10-22,6657.56666667
1182,S,Sul,2001-10-23,6812.05833333
1186,S,Sul,2001-10-24,6978.84166667
1190,S,Sul,2001-10-25,7175.6875
1194,S,Sul,2001-10-26,7286.74166667
1198,S,Sul,2001-10-27,6480.1125
1202,S,Sul,2001-10-28,5355.64583333
1206,S,Sul,2001-10-29,7135.29583333
1210,S,Sul,2001-10-30,7342.98333333
1214,S,Sul,2001-10-31,7303.32083333
1218,S,Sul,2001-11-01,7148.2375
1222,S,Sul,2001-11-02,5559.875
1226,S,Sul,2001-11-03,5545.875
1230,S,Sul,2001-11-04,4890.01666667
1234,S,Sul,2001-11-05,6923.0125
1238,S,Sul,2001-11-06,7438.22833333
1242,S,Sul,2001-11-07,7494.59583333
1246,S,Sul,2001-11-08,7311.32916667
1250,S,Sul,2001-11-09,7294.0
1254,S,Sul,2001-11-10,6549.34583333
1258,S,Sul,2001-11-11,5210.9
1262,S,Sul,2001-11-12,6942.1875
1266,S,Sul,2001-11-13,7179.4375
1270,S,Sul,2001-11-14,7210.41666667
1274,S,Sul,2001-11-15,6047.725
1278,S,Sul,2001-11-16,6646.98333333
1282,S,Sul,2001-11-17,5968.22916667
1286,S,Sul,2001-11-18,5094.25416667
1290,S,Sul,2001-11-19,7085.0875
1294,S,Sul,2001-11-20,7383.88333333
1298,S,Sul,2001-11-21,7659.09166667
1302,S,Sul,2001-11-22,7644.02916667
1306,S,Sul,2001-11-23,7730.67916667
1310,S,Sul,2001-11-24,6778.89166667
1314,S,Sul,2001-11-25,5441.66583333
1318,S,Sul,2001-11-26,7232.99166667
1322,S,Sul,2001-11-27,7414.04583333
1326,S,Sul,2001-11-28,7360.57916667
1330,S,Sul,2001-11-29,7272.7125
1334,S,Sul,2001-11-30,7138.78333333
1338,S,Sul,2001-12-01,6171.04375
1342,S,Sul,2001-12-02,5245.90833333
1346,S,Sul,2001-12-03,7052.35
1350,S,Sul,2001-12-04,7258.8875
1354,S,Sul,2001-12-05,7231.81666667
1358,S,Sul,2001-12-06,7289.79583333
1362,S,Sul,2001-12-07,7493.93333333
1366,S,Sul,2001-12-08,6616.6125
1370,S,Sul,2001-12-09,5499.09166667
1374,S,Sul,2001-12-10,7202.66666667
1378,S,Sul,2001-12-11,7502.6875
1382,S,Sul,2001-12-12,7689.03333333
1386,S,Sul,2001-12-13,7720.2625
1390,S,Sul,2001-12-14,7574.7
1394,S,Sul,2001-12-15,6587.88333333
1398,S,Sul,2001-12-16,5538.04166667
1402,S,Sul,2001-12-17,7253.55416667
1406,S,Sul,2001-12-18,7461.7875
1410,S,Sul,2001-12-19,7601.4125
1414,S,Sul,2001-12-20,7815.3
1418,S,Sul,2001-12-21,7386.23333333
1422,S,Sul,2001-12-22,6178.60416667
1426,S,Sul,2001-12-23,5177.76666667
1430,S,Sul,2001-12-24,5336.32916667
1434,S,Sul,2001-12-25,4508.37208333
1438,S,Sul,2001-12-26,6195.19583333
1442,S,Sul,2001-12-27,6541.7875
1446,S,Sul,2001-12-28,6652.14166667
1450,S,Sul,2001-12-29,6029.45833333
1454,S,Sul,2001-12-30,5407.5375
1458,S,Sul,2001-12-31,5517.38333333
