,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2,S,Sul,2010-01-01,5893.17045027
6,S,Sul,2010-01-02,6838.06662007
10,S,Sul,2010-01-03,7005.38288731
14,S,Sul,2010-01-04,9036.49137308
18,S,Sul,2010-01-05,9519.26381084
22,S,Sul,2010-01-06,9594.09740538
26,S,Sul,2010-01-07,9391.50327737
30,S,Sul,2010-01-08,9361.94542592
34,S,Sul,2010-01-09,8369.81000024
38,S,Sul,2010-01-10,7102.39979516
42,S,Sul,2010-01-11,9487.71460361
46,S,Sul,2010-01-12,9793.22857769
50,S,Sul,2010-01-13,9541.58112192
54,S,Sul,2010-01-14,9500.90409453
58,S,Sul,2010-01-15,9535.14198535
62,S,Sul,2010-01-16,8352.22787413
66,S,Sul,2010-01-17,7098.44126387
70,S,Sul,2010-01-18,9687.74782609
74,S,Sul,2010-01-19,9968.05883329
78,S,Sul,2010-01-20,9700.88420642
82,S,Sul,2010-01-21,9423.10838818
86,S,Sul,2010-01-22,9551.0184343
90,S,Sul,2010-01-23,8391.92381136
94,S,Sul,2010-01-24,7186.76697301
98,S,Sul,2010-01-25,9616.09024514
102,S,Sul,2010-01-26,9977.64214658
106,S,Sul,2010-01-27,10038.30038097
110,S,Sul,2010-01-28,9995.73461283
114,S,Sul,2010-01-29,10077.91661451
118,S,Sul,2010-01-30,8911.10556679
122,S,Sul,2010-01-31,7726.97709175
126,S,Sul,2010-02-01,10252.01291667
130,S,Sul,2010-02-02,10555.68583333
134,S,Sul,2010-02-03,11081.89
138,S,Sul,2010-02-04,11170.80875
142,S,Sul,2010-02-05,11089.311875
146,S,Sul,2010-02-06,9618.45291667
150,S,Sul,2010-02-07,8330.275
154,S,Sul,2010-02-08,10411.37416667
158,S,Sul,2010-02-09,10066.3975
162,S,Sul,2010-02-10,10242.62791667
166,S,Sul,2010-02-11,10649.80791667
170,S,Sul,2010-02-12,10573.74625
174,S,Sul,2010-02-13,9121.76958333
178,S,Sul,2010-02-14,7434.45416667
182,S,Sul,2010-02-15,8697.14583333
186,S,Sul,2010-02-16,8481.34416667
190,S,Sul,2010-02-17,9387.27583333
194,S,Sul,2010-02-18,9759.2475
198,S,Sul,2010-02-19,10078.98208333
202,S,Sul,2010-02-20,9168.74083333
206,S,Sul,2010-02-21,7881.38583333
210,S,Sul,2010-02-22,10297.49708333
214,S,Sul,2010-02-23,10407.22958333
218,S,Sul,2010-02-24,9986.27541667
222,S,Sul,2010-02-25,9531.48708333
226,S,Sul,2010-02-26,9511.22541667
230,S,Sul,2010-02-27,8515.80958333
234,S,Sul,2010-02-28,7235.60791667
238,S,Sul,2010-03-01,9539.10041667
242,S,Sul,2010-03-02,10033.55791667
246,S,Sul,2010-03-03,10134.54625
250,S,Sul,2010-03-04,10283.23875
254,S,Sul,2010-03-05,10284.30333333
258,S,Sul,2010-03-06,8631.75583333
262,S,Sul,2010-03-07,7301.12125
266,S,Sul,2010-03-08,9662.2875
270,S,Sul,2010-03-09,10077.95541667
274,S,Sul,2010-03-10,10314.6925
278,S,Sul,2010-03-11,10514.88333333
282,S,Sul,2010-03-12,10435.26083333
286,S,Sul,2010-03-13,9013.9375
290,S,Sul,2010-03-14,7269.9575
294,S,Sul,2010-03-15,9424.22375
298,S,Sul,2010-03-16,9801.25958333
302,S,Sul,2010-03-17,9909.09208333
306,S,Sul,2010-03-18,10178.77166667
310,S,Sul,2010-03-19,10368.28666667
314,S,Sul,2010-03-20,8932.57375
318,S,Sul,2010-03-21,7442.20708333
322,S,Sul,2010-03-22,9435.77208333
326,S,Sul,2010-03-23,9788.33958333
330,S,Sul,2010-03-24,9937.66125
