,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2,S,Sul,2008-01-01,6066.02583333
6,S,Sul,2008-01-02,8217.39416667
10,S,Sul,2008-01-03,8791.75375
14,S,Sul,2008-01-04,8802.0325
18,S,Sul,2008-01-05,8056.29708333
22,S,Sul,2008-01-06,6930.56416667
26,S,Sul,2008-01-07,9086.43041667
30,S,Sul,2008-01-08,9437.825
34,S,Sul,2008-01-09,9535.76041667
38,S,Sul,2008-01-10,9946.95541667
42,S,Sul,2008-01-11,9684.09166667
46,S,Sul,2008-01-12,8194.23208333
50,S,Sul,2008-01-13,6997.82416667
54,S,Sul,2008-01-14,9407.49125
58,S,Sul,2008-01-15,9897.25
62,S,Sul,2008-01-16,9960.36541667
66,S,Sul,2008-01-17,9751.89166667
70,S,Sul,2008-01-18,9676.09833333
74,S,Sul,2008-01-19,8231.71041667
78,S,Sul,2008-01-20,6804.99
82,S,Sul,2008-01-21,8777.69583333
86,S,Sul,2008-01-22,9080.29583333
90,S,Sul,2008-01-23,9183.03416667
94,S,Sul,2008-01-24,9258.70958333
98,S,Sul,2008-01-25,9411.35083333
102,S,Sul,2008-01-26,8326.5275
106,S,Sul,2008-01-27,6958.96875
110,S,Sul,2008-01-28,9052.11083333
114,S,Sul,2008-01-29,9387.49916667
118,S,Sul,2008-01-30,9330.55333333
122,S,Sul,2008-01-31,9146.25166667
126,S,Sul,2008-02-01,9118.67333333
130,S,Sul,2008-02-02,7949.36125
134,S,Sul,2008-02-03,6740.67625
138,S,Sul,2008-02-04,7932.09208333
142,S,Sul,2008-02-05,8030.35791667
146,S,Sul,2008-02-06,9233.86833333
150,S,Sul,2008-02-07,9636.92375
154,S,Sul,2008-02-08,9760.26666667
158,S,Sul,2008-02-09,8509.45041667
162,S,Sul,2008-02-10,7133.14541667
166,S,Sul,2008-02-11,9073.86791667
170,S,Sul,2008-02-12,9247.45125
174,S,Sul,2008-02-13,9392.02791667
178,S,Sul,2008-02-14,9663.17291667
182,S,Sul,2008-02-15,9789.9925
