,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2,S,Sul,2023-01-01,9696.385125
6,S,Sul,2023-01-02,12220.86808333
10,S,Sul,2023-01-03,12591.03525
14,S,Sul,2023-01-04,11829.494875
18,S,Sul,2023-01-05,11742.44445833
22,S,Sul,2023-01-06,11700.86870833
26,S,Sul,2023-01-07,10580.08470833
30,S,Sul,2023-01-08,9652.34708333
34,S,Sul,2023-01-09,12663.434625
38,S,Sul,2023-01-10,13349.35475
42,S,Sul,2023-01-11,13621.69404167
46,S,Sul,2023-01-12,14406.39029167
50,S,Sul,2023-01-13,14339.50058333
54,S,Sul,2023-01-14,11846.79991667
58,S,Sul,2023-01-15,10362.41345833
62,S,Sul,2023-01-16,13664.947
66,S,Sul,2023-01-17,14473.70975
70,S,Sul,2023-01-18,14189.38041667
74,S,Sul,2023-01-19,14143.73291667
78,S,Sul,2023-01-20,14028.64141667
82,S,Sul,2023-01-21,12234.49166667
86,S,Sul,2023-01-22,10804.43558333
90,S,Sul,2023-01-23,14130.07729167
94,S,Sul,2023-01-24,14455.81891667
98,S,Sul,2023-01-25,15340.26525
102,S,Sul,2023-01-26,15270.49704167
106,S,Sul,2023-01-27,14880.36908333
110,S,Sul,2023-01-28,13487.18045833
114,S,Sul,2023-01-29,11766.44158333
118,S,Sul,2023-01-30,14482.807875
122,S,Sul,2023-01-31,15156.73308333
126,S,Sul,2023-02-01,15286.28491667
130,S,Sul,2023-02-02,15305.787625
134,S,Sul,2023-02-03,14658.44108333
138,S,Sul,2023-02-04,11707.59358333
142,S,Sul,2023-02-05,10174.87441667
146,S,Sul,2023-02-06,14085.899625
150,S,Sul,2023-02-07,14930.52370833
154,S,Sul,2023-02-08,15314.20720833
158,S,Sul,2023-02-09,15499.08520833
162,S,Sul,2023-02-10,15296.64483333
166,S,Sul,2023-02-11,12904.76675
170,S,Sul,2023-02-12,11632.39154167
174,S,Sul,2023-02-13,15428.83604167
178,S,Sul,2023-02-14,15922.07120833
182,S,Sul,2023-02-15,14647.50425
186,S,Sul,2023-02-16,14428.67845833
190,S,Sul,2023-02-17,13308.38320833
194,S,Sul,2023-02-18,9799.65804167
198,S,Sul,2023-02-19,8673.64466667
202,S,Sul,2023-02-20,11576.179625
206,S,Sul,2023-02-21,11328.00245833
210,S,Sul,2023-02-22,12580.84245833
214,S,Sul,2023-02-23,13146.50629167
218,S,Sul,2023-02-24,12726.85875
222,S,Sul,2023-02-25,11035.62733333
226,S,Sul,2023-02-26,9914.62829167
230,S,Sul,2023-02-27,12771.63208333
234,S,Sul,2023-02-28,13330.27354167
238,S,Sul,2023-03-01,13529.27237545
242,S,Sul,2023-03-02,14316.97725111
246,S,Sul,2023-03-03,14190.31925065
250,S,Sul,2023-03-04,11814.6250848
254,S,Sul,2023-03-05,10014.4164575
258,S,Sul,2023-03-06,13139.39504119
262,S,Sul,2023-03-07,13669.24783398
266,S,Sul,2023-03-08,14352.80525
270,S,Sul,2023-03-09,14535.96349816
274,S,Sul,2023-03-10,14083.90258388
278,S,Sul,2023-03-11,12141.18837477
282,S,Sul,2023-03-12,10739.3266237
286,S,Sul,2023-03-13,14011.7134139
290,S,Sul,2023-03-14,14453.75591517
294,S,Sul,2023-03-15,14456.81041465
298,S,Sul,2023-03-16,14512.34154107
302,S,Sul,2023-03-17,14586.47866667
306,S,Sul,2023-03-18,12509.25983384
