,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2,S,Sul,2016-01-01,7646.90066667
6,S,Sul,2016-01-02,8177.76929167
10,S,Sul,2016-01-03,8148.95145833
14,S,Sul,2016-01-04,10323.665125
18,S,Sul,2016-01-05,11048.15433333
22,S,Sul,2016-01-06,11548.38675
26,S,Sul,2016-01-07,11854.33783333
30,S,Sul,2016-01-08,11755.26025
34,S,Sul,2016-01-09,10306.837625
38,S,Sul,2016-01-10,9046.18991667
42,S,Sul,2016-01-11,11846.673125
46,S,Sul,2016-01-12,12609.7555
50,S,Sul,2016-01-13,12918.33
54,S,Sul,2016-01-14,12509.470625
58,S,Sul,2016-01-15,12425.511
62,S,Sul,2016-01-16,10936.25566667
66,S,Sul,2016-01-17,9462.89983333
70,S,Sul,2016-01-18,12483.290875
74,S,Sul,2016-01-19,12812.60620833
78,S,Sul,2016-01-20,12870.69366667
82,S,Sul,2016-01-21,12817.64291667
86,S,Sul,2016-01-22,12490.88454167
90,S,Sul,2016-01-23,10982.79379167
94,S,Sul,2016-01-24,9845.59775
98,S,Sul,2016-01-25,12871.485875
102,S,Sul,2016-01-26,12547.21491667
106,S,Sul,2016-01-27,12012.229375
110,S,Sul,2016-01-28,12198.2405
114,S,Sul,2016-01-29,12910.99585667
118,S,Sul,2016-01-30,10772.44245833
122,S,Sul,2016-01-31,8821.16954167
126,S,Sul,2016-02-01,11383.22266667
130,S,Sul,2016-02-02,11398.11020833
134,S,Sul,2016-02-03,11819.01904167
138,S,Sul,2016-02-04,11915.95775
142,S,Sul,2016-02-05,12139.77470833
146,S,Sul,2016-02-06,10459.865375
150,S,Sul,2016-02-07,9124.87308333
154,S,Sul,2016-02-08,11307.742125
158,S,Sul,2016-02-09,11508.07508333
162,S,Sul,2016-02-10,12684.59266667
166,S,Sul,2016-02-11,12834.64516667
170,S,Sul,2016-02-12,12824.52904167
174,S,Sul,2016-02-13,11344.28625
178,S,Sul,2016-02-14,9827.25179167
182,S,Sul,2016-02-15,12585.28358333
186,S,Sul,2016-02-16,12461.91558333
190,S,Sul,2016-02-17,12888.98320833
194,S,Sul,2016-02-18,13163.45133333
198,S,Sul,2016-02-19,13089.3235
202,S,Sul,2016-02-20,11106.588
206,S,Sul,2016-02-21,9345.090125
210,S,Sul,2016-02-22,12247.36029167
214,S,Sul,2016-02-23,12674.00166667
218,S,Sul,2016-02-24,12941.03508333
222,S,Sul,2016-02-25,13291.38605454
226,S,Sul,2016-02-26,13335.58681474
230,S,Sul,2016-02-27,10929.73364677
234,S,Sul,2016-02-28,9005.26083333
238,S,Sul,2016-02-29,11563.36894808
242,S,Sul,2016-03-01,11823.141125
246,S,Sul,2016-03-02,11670.06695833
250,S,Sul,2016-03-03,11159.39929167
254,S,Sul,2016-03-04,11274.44679167
258,S,Sul,2016-03-05,9806.25959903
262,S,Sul,2016-03-06,8622.97820833
266,S,Sul,2016-03-07,11633.02498131
270,S,Sul,2016-03-08,12305.8490382
274,S,Sul,2016-03-09,12150.68639546
278,S,Sul,2016-03-10,11582.98775518
282,S,Sul,2016-03-11,11269.06347249
286,S,Sul,2016-03-12,9460.42337994
290,S,Sul,2016-03-13,8149.61243137
294,S,Sul,2016-03-14,11146.17939863
298,S,Sul,2016-03-15,11861.44177372
302,S,Sul,2016-03-16,12376.74884907
306,S,Sul,2016-03-17,12776.83088226
310,S,Sul,2016-03-18,13066.36190199
314,S,Sul,2016-03-19,10935.633625
318,S,Sul,2016-03-20,9131.52204167
322,S,Sul,2016-03-21,11719.15860622
326,S,Sul,2016-03-22,11746.10928044
330,S,Sul,2016-03-23,11566.75917204
334,S,Sul,2016-03-24,11366.38074636
338,S,Sul,2016-03-25,8392.91269647
342,S,Sul,2016-03-26,8538.95451322
346,S,Sul,2016-03-27,7674.96276061
350,S,Sul,2016-03-28,10730.20406918
354,S,Sul,2016-03-29,11495.46183333
358,S,Sul,2016-03-30,11822.66316667
362,S,Sul,2016-03-31,11961.62439836
366,S,Sul,2016-04-01,11949.68761336
370,S,Sul,2016-04-02,10538.23325621
374,S,Sul,2016-04-03,9221.55720864
378,S,Sul,2016-04-04,12010.73457079
382,S,Sul,2016-04-05,12119.25745833
386,S,Sul,2016-04-06,12546.65708333
390,S,Sul,2016-04-07,12361.8785
394,S,Sul,2016-04-08,11975.031
398,S,Sul,2016-04-09,9912.914375
402,S,Sul,2016-04-10,8379.80983333
406,S,Sul,2016-04-11,10745.74225
410,S,Sul,2016-04-12,11067.628875
414,S,Sul,2016-04-13,11228.994625
418,S,Sul,2016-04-14,11898.40110407
422,S,Sul,2016-04-15,12358.12742368
426,S,Sul,2016-04-16,11058.48433187
430,S,Sul,2016-04-17,10038.36965949
434,S,Sul,2016-04-18,12913.87682358
438,S,Sul,2016-04-19,13140.10204993
442,S,Sul,2016-04-20,12891.39257766
446,S,Sul,2016-04-21,10692.38954635
450,S,Sul,2016-04-22,10734.34891508
454,S,Sul,2016-04-23,9763.82081523
458,S,Sul,2016-04-24,8987.81003681
462,S,Sul,2016-04-25,11260.71221665
466,S,Sul,2016-04-26,10848.38828801
470,S,Sul,2016-04-27,10334.22544952
474,S,Sul,2016-04-28,10791.173095
478,S,Sul,2016-04-29,10921.95292725
482,S,Sul,2016-04-30,9304.13770494
486,S,Sul,2016-05-01,7588.63116667
490,S,Sul,2016-05-02,10332.70929167
494,S,Sul,2016-05-03,10761.329375
498,S,Sul,2016-05-04,10853.73270833
502,S,Sul,2016-05-05,10972.73229167
506,S,Sul,2016-05-06,10840.76283333
510,S,Sul,2016-05-07,9198.11847083
514,S,Sul,2016-05-08,7694.45875
518,S,Sul,2016-05-09,10265.4935
522,S,Sul,2016-05-10,10641.49695833
526,S,Sul,2016-05-11,10816.54891667
530,S,Sul,2016-05-12,10846.89270833
534,S,Sul,2016-05-13,10679.4195
538,S,Sul,2016-05-14,9045.190375
542,S,Sul,2016-05-15,7897.17358333
546,S,Sul,2016-05-16,10222.900625
550,S,Sul,2016-05-17,10632.514125
554,S,Sul,2016-05-18,10915.42775
558,S,Sul,2016-05-19,11181.39475
562,S,Sul,2016-05-20,11073.14120833
566,S,Sul,2016-05-21,9218.908375
570,S,Sul,2016-05-22,8051.87827917
574,S,Sul,2016-05-23,10472.99170833
578,S,Sul,2016-05-24,10921.77183333
582,S,Sul,2016-05-25,10698.88241667
586,S,Sul,2016-05-26,8886.10133333
590,S,Sul,2016-05-27,9739.46529167
594,S,Sul,2016-05-28,8801.68816667
598,S,Sul,2016-05-29,8063.22729167
602,S,Sul,2016-05-30,10693.43766667
606,S,Sul,2016-05-31,10921.08408333
610,S,Sul,2016-06-01,10932.91145833
614,S,Sul,2016-06-02,10965.721625
618,S,Sul,2016-06-03,10992.44233333
622,S,Sul,2016-06-04,9499.3415
626,S,Sul,2016-06-05,8359.09320833
630,S,Sul,2016-06-06,11037.008625
634,S,Sul,2016-06-07,11254.18633333
638,S,Sul,2016-06-08,11297.25391667
642,S,Sul,2016-06-09,11443.90141667
646,S,Sul,2016-06-10,11463.5655
650,S,Sul,2016-06-11,9920.44458333
654,S,Sul,2016-06-12,8680.76420833
658,S,Sul,2016-06-13,11037.177875
662,S,Sul,2016-06-14,11260.72566667
666,S,Sul,2016-06-15,11183.15220833
670,S,Sul,2016-06-16,11206.92854167
674,S,Sul,2016-06-17,11071.72995833
678,S,Sul,2016-06-18,9721.89033333
682,S,Sul,2016-06-19,8497.51675
686,S,Sul,2016-06-20,11078.89866667
690,S,Sul,2016-06-21,11486.126375
694,S,Sul,2016-06-22,11321.648875
698,S,Sul,2016-06-23,11200.09833333
702,S,Sul,2016-06-24,11216.955125
706,S,Sul,2016-06-25,9561.700875
710,S,Sul,2016-06-26,8280.92220833
714,S,Sul,2016-06-27,10869.19583333
718,S,Sul,2016-06-28,11228.95779167
722,S,Sul,2016-06-29,11172.58120833
726,S,Sul,2016-06-30,11192.721625
730,S,Sul,2016-07-01,11147.196875
734,S,Sul,2016-07-02,9603.072875
738,S,Sul,2016-07-03,8295.41258333
742,S,Sul,2016-07-04,10648.91479167
746,S,Sul,2016-07-05,10923.42495833
750,S,Sul,2016-07-06,10758.46429167
754,S,Sul,2016-07-07,10695.41004167
758,S,Sul,2016-07-08,10733.04041667
762,S,Sul,2016-07-09,9282.833625
766,S,Sul,2016-07-10,8085.32183333
770,S,Sul,2016-07-11,10574.597625
774,S,Sul,2016-07-12,10902.0635
778,S,Sul,2016-07-13,10768.22529167
782,S,Sul,2016-07-14,10818.34775
786,S,Sul,2016-07-15,10536.639875
790,S,Sul,2016-07-16,9091.981875
794,S,Sul,2016-07-17,7771.13883333
798,S,Sul,2016-07-18,10459.05133333
802,S,Sul,2016-07-19,10908.58566667
806,S,Sul,2016-07-20,10999.91545833
810,S,Sul,2016-07-21,11125.21575
814,S,Sul,2016-07-22,11021.11908333
818,S,Sul,2016-07-23,9390.536
822,S,Sul,2016-07-24,8031.23395833
826,S,Sul,2016-07-25,10406.452125
830,S,Sul,2016-07-26,10858.24995833
834,S,Sul,2016-07-27,10878.98995833
838,S,Sul,2016-07-28,11051.07870833
842,S,Sul,2016-07-29,10978.69683333
846,S,Sul,2016-07-30,9288.961875
850,S,Sul,2016-07-31,8012.25125
854,S,Sul,2016-08-01,10534.1045
858,S,Sul,2016-08-02,11021.01829167
862,S,Sul,2016-08-03,10978.90233333
866,S,Sul,2016-08-04,10925.81570833
870,S,Sul,2016-08-05,10834.5655
874,S,Sul,2016-08-06,9354.61666667
878,S,Sul,2016-08-07,8039.232
882,S,Sul,2016-08-08,10614.89054167
886,S,Sul,2016-08-09,10966.87620833
890,S,Sul,2016-08-10,10967.17141667
894,S,Sul,2016-08-11,11039.52195833
898,S,Sul,2016-08-12,10884.44391667
902,S,Sul,2016-08-13,9246.32516667
906,S,Sul,2016-08-14,7932.28125
910,S,Sul,2016-08-15,10390.61379167
914,S,Sul,2016-08-16,10758.37875
918,S,Sul,2016-08-17,10783.77629167
922,S,Sul,2016-08-18,10773.642125
926,S,Sul,2016-08-19,10821.16525
930,S,Sul,2016-08-20,9332.21941667
934,S,Sul,2016-08-21,7971.390125
938,S,Sul,2016-08-22,10405.46329167
942,S,Sul,2016-08-23,10833.88204167
946,S,Sul,2016-08-24,10816.69479167
950,S,Sul,2016-08-25,10857.960375
954,S,Sul,2016-08-26,10975.43708333
958,S,Sul,2016-08-27,9558.89395833
962,S,Sul,2016-08-28,8205.34820833
966,S,Sul,2016-08-29,10682.13866667
970,S,Sul,2016-08-30,10952.88545833
974,S,Sul,2016-08-31,10855.65329167
978,S,Sul,2016-09-01,10700.24933333
982,S,Sul,2016-09-02,10687.42970833
986,S,Sul,2016-09-03,9318.21845833
990,S,Sul,2016-09-04,7984.61195833
994,S,Sul,2016-09-05,10349.956125
998,S,Sul,2016-09-06,10510.34045833
1002,S,Sul,2016-09-07,8680.18904167
1006,S,Sul,2016-09-08,10240.0625
1010,S,Sul,2016-09-09,10425.70683333
1014,S,Sul,2016-09-10,9121.60370833
1018,S,Sul,2016-09-11,8110.1315
1022,S,Sul,2016-09-12,10846.17845833
1026,S,Sul,2016-09-13,11019.451625
1030,S,Sul,2016-09-14,10617.762375
1034,S,Sul,2016-09-15,10786.47729167
1038,S,Sul,2016-09-16,10827.859625
1042,S,Sul,2016-09-17,9383.34520833
1046,S,Sul,2016-09-18,8100.51533333
1050,S,Sul,2016-09-19,10062.48754167
1054,S,Sul,2016-09-20,9887.3935
1058,S,Sul,2016-09-21,10662.33345833
1062,S,Sul,2016-09-22,10874.09641667
1066,S,Sul,2016-09-23,10901.51341667
1070,S,Sul,2016-09-24,9453.59720833
1074,S,Sul,2016-09-25,8065.49045833
1078,S,Sul,2016-09-26,10588.432125
1082,S,Sul,2016-09-27,11032.54679167
1086,S,Sul,2016-09-28,11210.33825
1090,S,Sul,2016-09-29,11082.93791667
1094,S,Sul,2016-09-30,11065.59545833
1098,S,Sul,2016-10-01,9442.4835
1102,S,Sul,2016-10-02,8039.40891667
1106,S,Sul,2016-10-03,10612.77745833
1110,S,Sul,2016-10-04,11001.791875
1114,S,Sul,2016-10-05,11042.75945833
1118,S,Sul,2016-10-06,10705.97474167
1122,S,Sul,2016-10-07,10621.86820833
1126,S,Sul,2016-10-08,9304.43170833
1130,S,Sul,2016-10-09,8060.08670833
1134,S,Sul,2016-10-10,10618.402125
1138,S,Sul,2016-10-11,10978.29129167
1142,S,Sul,2016-10-12,8912.32883333
1146,S,Sul,2016-10-13,10649.64445833
1150,S,Sul,2016-10-14,10811.14670833
1154,S,Sul,2016-10-15,9478.63020833
1158,S,Sul,2016-10-16,8374.68917391
1162,S,Sul,2016-10-17,11245.36
1166,S,Sul,2016-10-18,11468.117125
1170,S,Sul,2016-10-19,11648.372875
1174,S,Sul,2016-10-20,11598.71454167
1178,S,Sul,2016-10-21,11116.97741667
1182,S,Sul,2016-10-22,9586.572375
1186,S,Sul,2016-10-23,8358.534
1190,S,Sul,2016-10-24,11340.459
1194,S,Sul,2016-10-25,11187.10791667
1198,S,Sul,2016-10-26,11119.504125
1202,S,Sul,2016-10-27,10760.104125
1206,S,Sul,2016-10-28,10508.92742917
1210,S,Sul,2016-10-29,9242.576625
1214,S,Sul,2016-10-30,7845.37075
1218,S,Sul,2016-10-31,10823.62870833
1222,S,Sul,2016-11-01,11399.80816667
1226,S,Sul,2016-11-02,8870.35183333
1230,S,Sul,2016-11-03,10543.421
1234,S,Sul,2016-11-04,10763.9875
1238,S,Sul,2016-11-05,9629.22625
1242,S,Sul,2016-11-06,8506.721875
1246,S,Sul,2016-11-07,11788.29691667
1250,S,Sul,2016-11-08,12258.85054167
1254,S,Sul,2016-11-09,11659.96125
1258,S,Sul,2016-11-10,12023.80729167
1262,S,Sul,2016-11-11,11570.731125
1266,S,Sul,2016-11-12,9478.813875
1270,S,Sul,2016-11-13,8233.09429167
1274,S,Sul,2016-11-14,10565.2985
1278,S,Sul,2016-11-15,9739.07604167
1282,S,Sul,2016-11-16,11613.20275
1286,S,Sul,2016-11-17,11515.562125
1290,S,Sul,2016-11-18,10980.57541667
1294,S,Sul,2016-11-19,9551.07083333
1298,S,Sul,2016-11-20,8408.20233333
1302,S,Sul,2016-11-21,11450.062625
1306,S,Sul,2016-11-22,11804.58975
1310,S,Sul,2016-11-23,11823.65016667
1314,S,Sul,2016-11-24,12043.28375
1318,S,Sul,2016-11-25,11985.4755
1322,S,Sul,2016-11-26,10741.07195833
1326,S,Sul,2016-11-27,9399.40791667
1330,S,Sul,2016-11-28,11906.44366667
1334,S,Sul,2016-11-29,11714.72448333
1338,S,Sul,2016-11-30,11451.49358333
1342,S,Sul,2016-12-01,11633.56158333
1346,S,Sul,2016-12-02,12147.936875
1350,S,Sul,2016-12-03,10265.39404167
1354,S,Sul,2016-12-04,8269.86308333
1358,S,Sul,2016-12-05,11202.96754167
1362,S,Sul,2016-12-06,12280.65595833
1366,S,Sul,2016-12-07,12739.74616667
1370,S,Sul,2016-12-08,12523.24658333
1374,S,Sul,2016-12-09,12027.14608333
1378,S,Sul,2016-12-10,10456.57625
1382,S,Sul,2016-12-11,9484.1336125
1386,S,Sul,2016-12-12,12092.05333333
1390,S,Sul,2016-12-13,12922.58375
1394,S,Sul,2016-12-14,12180.921125
1398,S,Sul,2016-12-15,11803.25616667
1402,S,Sul,2016-12-16,11698.70891667
1406,S,Sul,2016-12-17,10538.72979167
1410,S,Sul,2016-12-18,9493.68768333
1414,S,Sul,2016-12-19,11579.18816667
1418,S,Sul,2016-12-20,11834.32791667
1422,S,Sul,2016-12-21,11767.6094
1426,S,Sul,2016-12-22,12073.426875
1430,S,Sul,2016-12-23,11776.53295833
1434,S,Sul,2016-12-24,10122.493625
1438,S,Sul,2016-12-25,8931.66925
1442,S,Sul,2016-12-26,11280.92958333
1446,S,Sul,2016-12-27,11584.35558333
1450,S,Sul,2016-12-28,11177.61170833
1454,S,Sul,2016-12-29,11026.05120833
1458,S,Sul,2016-12-30,10564.75870833
1462,S,Sul,2016-12-31,9364.18833333
