id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
S;SUL;2024-01-24 16:00:00;15393.47700000
SE;SUDESTE;2024-01-24 16:00:00;47605.89700000
N;NORTE;2024-01-24 17:00:00;7682.50999999
NE;NORDESTE;2024-01-24 17:00:00;13152.10600000
S;SUL;2024-01-24 17:00:00;14805.43600000
SE;SUDESTE;2024-01-24 17:00:00;46134.14099999
N;NORTE;2024-01-24 18:00:00;7434.22400000
NE;NORDESTE;2024-01-24 18:00:00;13770.12500000
S;SUL;2024-01-24 18:00:00;14109.55300000
SE;SUDESTE;2024-01-24 18:00:00;46125.77300000
N;NORTE;2024-01-24 19:00:00;7810.52400000
NE;NORDESTE;2024-01-24 19:00:00;14022.07299999
S;SUL;2024-01-24 19:00:00;14700.89699999
SE;SUDESTE;2024-01-24 19:00:00;48379.52599999
N;NORTE;2024-01-24 20:00:00;7999.74499999
NE;NORDESTE;2024-01-24 20:00:00;14120.91900000
S;SUL;2024-01-24 20:00:00;14895.15600000
SE;SUDESTE;2024-01-24 20:00:00;48483.04099999
N;NORTE;2024-01-24 21:00:00;8164.11900000
NE;NORDESTE;2024-01-24 21:00:00;14625.78299999
S;SUL;2024-01-24 21:00:00;14458.90700000
SE;SUDESTE;2024-01-24 21:00:00;47448.23799999
N;NORTE;2024-01-24 22:00:00;7949.78300000
NE;NORDESTE;2024-01-24 22:00:00;14688.52400000
S;SUL;2024-01-24 22:00:00;13680.92400000
SE;SUDESTE;2024-01-24 22:00:00;45271.64600000
N;NORTE;2024-01-24 23:00:00;7964.67000000
NE;NORDESTE;2024-01-24 23:00:00;14412.27800000
S;SUL;2024-01-24 23:00:00;12606.48600000
SE;SUDESTE;2024-01-24 23:00:00;42576.45099999
N;NORTE;2024-01-25 00:00:00;8061.37400000
NE;NORDESTE;2024-01-25 00:00:00;14026.31900000
S;SUL;2024-01-25 00:00:00;11698.38400000
SE;SUDESTE;2024-01-25 00:00:00;39835.47700000
N;NORTE;2024-01-25 01:00:00;7953.09200000
NE;NORDESTE;2024-01-25 01:00:00;13622.14400000
S;SUL;2024-01-25 01:00:00;11110.87999999
SE;SUDESTE;2024-01-25 01:00:00;38038.34800000
N;NORTE;2024-01-25 02:00:00;7785.30600000
NE;NORDESTE;2024-01-25 02:00:00;13233.11600000
S;SUL;2024-01-25 02:00:00;10637.04099999
SE;SUDESTE;2024-01-25 02:00:00;36828.16700000
N;NORTE;2024-01-25 03:00:00;7651.44499999
NE;NORDESTE;2024-01-25 03:00:00;12950.11599999
S;SUL;2024-01-25 03:00:00;10436.07699999
SE;SUDESTE;2024-01-25 03:00:00;36256.26799999
N;NORTE;2024-01-25 04:00:00;7523.64000000
NE;NORDESTE;2024-01-25 04:00:00;12806.56800000
S;SUL;2024-01-25 04:00:00;10523.29399999
SE;SUDESTE;2024-01-25 04:00:00;36305.34199999
N;NORTE;2024-01-25 05:00:00;7356.07000000
NE;NORDESTE;2024-01-25 05:00:00;12379.72700000
S;SUL;2024-01-25 05:00:00;10950.44299999
SE;SUDESTE;2024-01-25 05:00:00;37014.55399999
N;NORTE;2024-01-25 06:00:00;7037.56800000
NE;NORDESTE;2024-01-25 06:00:00;11936.79799999
S;SUL;2024-01-25 06:00:00;11929.38799999
SE;SUDESTE;2024-01-25 06:00:00;38382.75099999
N;NORTE;2024-01-25 07:00:00;6950.37200000
NE;NORDESTE;2024-01-25 07:00:00;12540.15099999
S;SUL;2024-01-25 07:00:00;13615.51800000
SE;SUDESTE;2024-01-25 07:00:00;41472.30199999
N;NORTE;2024-01-25 08:00:00;7310.88600000
NE;NORDESTE;2024-01-25 08:00:00;13289.62299999
S;SUL;2024-01-25 08:00:00;14403.32600000
SE;SUDESTE;2024-01-25 08:00:00;43951.99599999
N;NORTE;2024-01-25 09:00:00;7529.77900000
NE;NORDESTE;2024-01-25 09:00:00;13493.58499999
S;SUL;2024-01-25 09:00:00;14471.74099999
SE;SUDESTE;2024-01-25 09:00:00;45317.47999999
N;NORTE;2024-01-25 10:00:00;7606.00899999
NE;NORDESTE;2024-01-25 10:00:00;13814.40600000
S;SUL;2024-01-25 10:00:00;14952.26400000
SE;SUDESTE;2024-01-25 10:00:00;46461.27500000
N;NORTE;2024-01-25 11:00:00;7613.69300000
NE;NORDESTE;2024-01-25 11:00:00;13680.18700000
S;SUL;2024-01-25 11:00:00;15100.43200000
SE;SUDESTE;2024-01-25 11:00:00;46965.87499999
N;NORTE;2024-01-25 12:00:00;7477.52600000
NE;NORDESTE;2024-01-25 12:00:00;13251.83100000
S;SUL;2024-01-25 12:00:00;14110.66400000
SE;SUDESTE;2024-01-25 12:00:00;46876.42099999
N;NORTE;2024-01-25 13:00:00;7744.76200000
NE;NORDESTE;2024-01-25 13:00:00;13495.01500000
S;SUL;2024-01-25 13:00:00;14785.82400000
SE;SUDESTE;2024-01-25 13:00:00;47640.25000000
N;NORTE;2024-01-25 14:00:00;8003.03300000
NE;NORDESTE;2024-01-25 14:00:00;13749.00700000
S;SUL;2024-01-25 14:00:00;15395.23500000
SE;SUDESTE;2024-01-25 14:00:00;48272.05500000
N;NORTE;2024-01-25 15:00:00;8042.81699999
NE;NORDESTE;2024-01-25 15:00:00;13833.01200000
S;SUL;2024-01-25 15:00:00;15457.74499999
SE;SUDESTE;2024-01-25 15:00:00;48420.31100000
N;NORTE;2024-01-25 16:00:00;7936.42600000
NE;NORDESTE;2024-01-25 16:00:00;13762.81599999
S;SUL;2024-01-25 16:00:00;15378.97400000
SE;SUDESTE;2024-01-25 16:00:00;48014.30700000
N;NORTE;2024-01-25 17:00:00;7514.00600000
NE;NORDESTE;2024-01-25 17:00:00;13168.73499999
S;SUL;2024-01-25 17:00:00;14704.93000000
SE;SUDESTE;2024-01-25 17:00:00;46261.10400000
N;NORTE;2024-01-25 18:00:00;7267.96100000
NE;NORDESTE;2024-01-25 18:00:00;13728.81699999
S;SUL;2024-01-25 18:00:00;14028.36299999
SE;SUDESTE;2024-01-25 18:00:00;46247.42799999
N;NORTE;2024-01-25 19:00:00;7593.85800000
NE;NORDESTE;2024-01-25 19:00:00;13943.20999999
S;SUL;2024-01-25 19:00:00;14741.54000000
SE;SUDESTE;2024-01-25 19:00:00;48444.40699999
N;NORTE;2024-01-25 20:00:00;7738.98300000
NE;NORDESTE;2024-01-25 20:00:00;13944.50499999
S;SUL;2024-01-25 20:00:00;15006.36899999
SE;SUDESTE;2024-01-25 20:00:00;48271.95700000
N;NORTE;2024-01-25 21:00:00;7935.61300000
NE;NORDESTE;2024-01-25 21:00:00;14301.35600000
S;SUL;2024-01-25 21:00:00;14595.61300000
SE;SUDESTE;2024-01-25 21:00:00;47279.16199999
N;NORTE;2024-01-25 22:00:00;8027.51400000
NE;NORDESTE;2024-01-25 22:00:00;14307.60500000
S;SUL;2024-01-25 22:00:00;13802.91499999
SE;SUDESTE;2024-01-25 22:00:00;45218.61900000
N;NORTE;2024-01-25 23:00:00;7956.44599999
NE;NORDESTE;2024-01-25 23:00:00;13976.03899999
S;SUL;2024-01-25 23:00:00;12711.47600000
SE;SUDESTE;2024-01-25 23:00:00;42409.90299999
N;NORTE;2024-01-26 00:00:00;7845.54700000
NE;NORDESTE;2024-01-26 00:00:00;13600.30900000
S;SUL;2024-01-26 00:00:00;11784.56900000
SE;SUDESTE;2024-01-26 00:00:00;39869.77600000
N;NORTE;2024-01-26 01:00:00;7694.87600000
NE;NORDESTE;2024-01-26 01:00:00;13224.28999999
S;SUL;2024-01-26 01:00:00;11036.86799999
SE;SUDESTE;2024-01-26 01:00:00;38033.36900000
N;NORTE;2024-01-26 02:00:00;7552.59299999
NE;NORDESTE;2024-01-26 02:00:00;12904.24700000
S;SUL;2024-01-26 02:00:00;10604.59800000
SE;SUDESTE;2024-01-26 02:00:00;36916.60100000
N;NORTE;2024-01-26 03:00:00;7419.34600000
NE;NORDESTE;2024-01-26 03:00:00;12704.10400000
S;SUL;2024-01-26 03:00:00;10464.35599999
SE;SUDESTE;2024-01-26 03:00:00;36320.86899999
N;NORTE;2024-01-26 04:00:00;7320.75700000
NE;NORDESTE;2024-01-26 04:00:00;12549.33800000
S;SUL;2024-01-26 04:00:00;10543.74199999
SE;SUDESTE;2024-01-26 04:00:00;36305.65499999
N;NORTE;2024-01-26 05:00:00;7208.61300000
NE;NORDESTE;2024-01-26 05:00:00;11970.28099999
S;SUL;2024-01-26 05:00:00;11018.76900000
SE;SUDESTE;2024-01-26 05:00:00;37332.67799999
N;NORTE;2024-01-26 06:00:00;6970.86500000
NE;NORDESTE;2024-01-26 06:00:00;11604.53300000
S;SUL;2024-01-26 06:00:00;11992.68500000
SE;SUDESTE;2024-01-26 06:00:00;39061.29700000
N;NORTE;2024-01-26 07:00:00;6937.64900000
NE;NORDESTE;2024-01-26 07:00:00;12161.83700000
S;SUL;2024-01-26 07:00:00;13561.01600000
SE;SUDESTE;2024-01-26 07:00:00;41880.59199999
N;NORTE;2024-01-26 08:00:00;7261.84200000
NE;NORDESTE;2024-01-26 08:00:00;12787.10400000
S;SUL;2024-01-26 08:00:00;14389.26799999
SE;SUDESTE;2024-01-26 08:00:00;44041.40400000
N;NORTE;2024-01-26 09:00:00;7364.00500000
NE;NORDESTE;2024-01-26 09:00:00;13127.67599999
S;SUL;2024-01-26 09:00:00;14580.84700000
SE;SUDESTE;2024-01-26 09:00:00;45399.15099999
N;NORTE;2024-01-26 10:00:00;7363.06400000
NE;NORDESTE;2024-01-26 10:00:00;13332.59499999
S;SUL;2024-01-26 10:00:00;15160.01299999
SE;SUDESTE;2024-01-26 10:00:00;46687.27000000
N;NORTE;2024-01-26 11:00:00;7346.58100000
NE;NORDESTE;2024-01-26 11:00:00;13618.54699999
S;SUL;2024-01-26 11:00:00;15424.30100000
SE;SUDESTE;2024-01-26 11:00:00;47234.09900000
N;NORTE;2024-01-26 12:00:00;7256.17399999
NE;NORDESTE;2024-01-26 12:00:00;13459.06900000
S;SUL;2024-01-26 12:00:00;14660.92499999
SE;SUDESTE;2024-01-26 12:00:00;47584.88800000
N;NORTE;2024-01-26 13:00:00;7479.22299999
NE;NORDESTE;2024-01-26 13:00:00;13671.01799999
S;SUL;2024-01-26 13:00:00;15200.76300000
SE;SUDESTE;2024-01-26 13:00:00;48186.11499999
N;NORTE;2024-01-26 14:00:00;7741.77200000
NE;NORDESTE;2024-01-26 14:00:00;13912.96400000
S;SUL;2024-01-26 14:00:00;15560.33200000
SE;SUDESTE;2024-01-26 14:00:00;48556.90799999
N;NORTE;2024-01-26 15:00:00;7715.96899999
NE;NORDESTE;2024-01-26 15:00:00;13701.02500000
S;SUL;2024-01-26 15:00:00;15468.69600000
SE;SUDESTE;2024-01-26 15:00:00;47893.52700000
N;NORTE;2024-01-26 16:00:00;7522.37600000
NE;NORDESTE;2024-01-26 16:00:00;13396.22999999
S;SUL;2024-01-26 16:00:00;15176.29899999
SE;SUDESTE;2024-01-26 16:00:00;47022.67599999
N;NORTE;2024-01-26 17:00:00;7211.95000000
NE;NORDESTE;2024-01-26 17:00:00;12951.82000000
S;SUL;2024-01-26 17:00:00;14536.91700000
SE;SUDESTE;2024-01-26 17:00:00;45830.93999999
N;NORTE;2024-01-26 18:00:00;7065.09899999
NE;NORDESTE;2024-01-26 18:00:00;13703.40800000
S;SUL;2024-01-26 18:00:00;13973.63999999
SE;SUDESTE;2024-01-26 18:00:00;45820.20200000
N;NORTE;2024-01-26 19:00:00;7411.60099999
NE;NORDESTE;2024-01-26 19:00:00;13824.62099999
S;SUL;2024-01-26 19:00:00;14582.02700000
SE;SUDESTE;2024-01-26 19:00:00;48199.41300000
N;NORTE;2024-01-26 20:00:00;7539.13000000
NE;NORDESTE;2024-01-26 20:00:00;13743.20300000
S;SUL;2024-01-26 20:00:00;14674.43800000
SE;SUDESTE;2024-01-26 20:00:00;48134.43700000
N;NORTE;2024-01-26 21:00:00;7631.60699999
NE;NORDESTE;2024-01-26 21:00:00;14040.41000000
S;SUL;2024-01-26 21:00:00;14268.09700000
SE;SUDESTE;2024-01-26 21:00:00;46970.48499999
N;NORTE;2024-01-26 22:00:00;7721.51699999
NE;NORDESTE;2024-01-26 22:00:00;14022.19600000
S;SUL;2024-01-26 22:00:00;13642.99200000
SE;SUDESTE;2024-01-26 22:00:00;44915.09500000
N;NORTE;2024-01-26 23:00:00;7737.49200000
NE;NORDESTE;2024-01-26 23:00:00;13794.97300000
S;SUL;2024-01-26 23:00:00;12717.22000000
SE;SUDESTE;2024-01-26 23:00:00;42790.96199999
N;NORTE;2024-01-27 00:00:00;7754.97400000
NE;NORDESTE;2024-01-27 00:00:00;13379.68800000
S;SUL;2024-01-27 00:00:00;11750.55900000
SE;SUDESTE;2024-01-27 00:00:00;40586.61699999
N;NORTE;2024-01-27 01:00:00;7624.11200000
NE;NORDESTE;2024-01-27 01:00:00;13052.89900000
S;SUL;2024-01-27 01:00:00;11033.75900000
SE;SUDESTE;2024-01-27 01:00:00;38508.79999999
N;NORTE;2024-01-27 02:00:00;7445.38300000
NE;NORDESTE;2024-01-27 02:00:00;12679.41299999
S;SUL;2024-01-27 02:00:00;10620.60700000
SE;SUDESTE;2024-01-27 02:00:00;37221.79699999
N;NORTE;2024-01-27 03:00:00;7342.14100000
NE;NORDESTE;2024-01-27 03:00:00;12421.36899999
S;SUL;2024-01-27 03:00:00;10361.65600000
SE;SUDESTE;2024-01-27 03:00:00;36445.99000000
N;NORTE;2024-01-27 04:00:00;7223.38699999
NE;NORDESTE;2024-01-27 04:00:00;12221.45599999
S;SUL;2024-01-27 04:00:00;10231.21400000
SE;SUDESTE;2024-01-27 04:00:00;36165.71899999
N;NORTE;2024-01-27 05:00:00;7110.38400000
NE;NORDESTE;2024-01-27 05:00:00;11863.76500000
S;SUL;2024-01-27 05:00:00;10296.51599999
SE;SUDESTE;2024-01-27 05:00:00;36237.74100000
N;NORTE;2024-01-27 06:00:00;6888.33000000
NE;NORDESTE;2024-01-27 06:00:00;11416.50600000
S;SUL;2024-01-27 06:00:00;10561.15200000
SE;SUDESTE;2024-01-27 06:00:00;36476.79700000
N;NORTE;2024-01-27 07:00:00;6761.58100000
NE;NORDESTE;2024-01-27 07:00:00;11583.14799999
S;SUL;2024-01-27 07:00:00;11550.56499999
SE;SUDESTE;2024-01-27 07:00:00;38207.32399999
N;NORTE;2024-01-27 08:00:00;6789.06200000
NE;NORDESTE;2024-01-27 08:00:00;12060.09299999
S;SUL;2024-01-27 08:00:00;12141.97000000
SE;SUDESTE;2024-01-27 08:00:00;40100.19799999
N;NORTE;2024-01-27 09:00:00;6887.12700000
NE;NORDESTE;2024-01-27 09:00:00;12240.32999999
S;SUL;2024-01-27 09:00:00;12387.34699999
SE;SUDESTE;2024-01-27 09:00:00;41427.17600000
N;NORTE;2024-01-27 10:00:00;6862.04300000
NE;NORDESTE;2024-01-27 10:00:00;12285.05599999
S;SUL;2024-01-27 10:00:00;12834.72699999
SE;SUDESTE;2024-01-27 10:00:00;42465.98499999
N;NORTE;2024-01-27 11:00:00;6795.69399999
NE;NORDESTE;2024-01-27 11:00:00;12200.94699999
S;SUL;2024-01-27 11:00:00;13206.64100000
SE;SUDESTE;2024-01-27 11:00:00;42975.97799999
N;NORTE;2024-01-27 12:00:00;6764.33800000
NE;NORDESTE;2024-01-27 12:00:00;12107.78700000
S;SUL;2024-01-27 12:00:00;12972.90600000
SE;SUDESTE;2024-01-27 12:00:00;43113.75699999
N;NORTE;2024-01-27 13:00:00;6938.66800000
NE;NORDESTE;2024-01-27 13:00:00;12024.98099999
S;SUL;2024-01-27 13:00:00;12909.12999999
SE;SUDESTE;2024-01-27 13:00:00;43169.91000000
N;NORTE;2024-01-27 14:00:00;7007.43100000
NE;NORDESTE;2024-01-27 14:00:00;12128.41299999
S;SUL;2024-01-27 14:00:00;12628.87400000
SE;SUDESTE;2024-01-27 14:00:00;43030.35100000
N;NORTE;2024-01-27 15:00:00;6938.98300000
NE;NORDESTE;2024-01-27 15:00:00;12153.39999999
S;SUL;2024-01-27 15:00:00;12264.04999999
SE;SUDESTE;2024-01-27 15:00:00;42609.58999999
N;NORTE;2024-01-27 16:00:00;6856.22899999
NE;NORDESTE;2024-01-27 16:00:00;12159.98500000
S;SUL;2024-01-27 16:00:00;12220.30200000
SE;SUDESTE;2024-01-27 16:00:00;42523.20199999
N;NORTE;2024-01-27 17:00:00;6768.31000000
NE;NORDESTE;2024-01-27 17:00:00;12330.00499999
S;SUL;2024-01-27 17:00:00;12490.80900000
SE;SUDESTE;2024-01-27 17:00:00;43097.11600000
N;NORTE;2024-01-27 18:00:00;6901.72299999
NE;NORDESTE;2024-01-27 18:00:00;13383.55200000
S;SUL;2024-01-27 18:00:00;12887.38299999
SE;SUDESTE;2024-01-27 18:00:00;44470.59800000
N;NORTE;2024-01-27 19:00:00;7269.17199999
NE;NORDESTE;2024-01-27 19:00:00;13590.13500000
S;SUL;2024-01-27 19:00:00;13614.73799999
SE;SUDESTE;2024-01-27 19:00:00;46883.71799999
N;NORTE;2024-01-27 20:00:00;7343.07100000
NE;NORDESTE;2024-01-27 20:00:00;13522.16200000
S;SUL;2024-01-27 20:00:00;13690.80800000
SE;SUDESTE;2024-01-27 20:00:00;46489.52399999
N;NORTE;2024-01-27 21:00:00;7435.13400000
NE;NORDESTE;2024-01-27 21:00:00;13499.90999999
S;SUL;2024-01-27 21:00:00;12886.95799999
SE;SUDESTE;2024-01-27 21:00:00;44783.60299999
N;NORTE;2024-01-27 22:00:00;7441.81600000
NE;NORDESTE;2024-01-27 22:00:00;13315.05700000
S;SUL;2024-01-27 22:00:00;12144.77499999
SE;SUDESTE;2024-01-27 22:00:00;42946.26700000
N;NORTE;2024-01-27 23:00:00;7360.62300000
NE;NORDESTE;2024-01-27 23:00:00;13138.46700000
S;SUL;2024-01-27 23:00:00;11382.56700000
SE;SUDESTE;2024-01-27 23:00:00;41177.46699999
N;NORTE;2024-01-28 00:00:00;7342.28800000
NE;NORDESTE;2024-01-28 00:00:00;12808.78099999
S;SUL;2024-01-28 00:00:00;10580.96300000
SE;SUDESTE;2024-01-28 00:00:00;39217.70099999
N;NORTE;2024-01-28 01:00:00;7325.53100000
NE;NORDESTE;2024-01-28 01:00:00;12483.48100000
S;SUL;2024-01-28 01:00:00;9910.42299999
SE;SUDESTE;2024-01-28 01:00:00;37409.10300000
N;NORTE;2024-01-28 02:00:00;7261.55500000
NE;NORDESTE;2024-01-28 02:00:00;12291.58499999
S;SUL;2024-01-28 02:00:00;9453.15099999
SE;SUDESTE;2024-01-28 02:00:00;36114.78400000
N;NORTE;2024-01-28 03:00:00;7154.75900000
NE;NORDESTE;2024-01-28 03:00:00;12117.83700000
S;SUL;2024-01-28 03:00:00;9215.31699999
SE;SUDESTE;2024-01-28 03:00:00;35218.55399999
N;NORTE;2024-01-28 04:00:00;7035.04500000
NE;NORDESTE;2024-01-28 04:00:00;11955.58999999
S;SUL;2024-01-28 04:00:00;9037.25100000
SE;SUDESTE;2024-01-28 04:00:00;34698.81300000
N;NORTE;2024-01-28 05:00:00;6913.27899999
NE;NORDESTE;2024-01-28 05:00:00;11516.46200000
S;SUL;2024-01-28 05:00:00;8955.37999999
SE;SUDESTE;2024-01-28 05:00:00;34485.42699999
N;NORTE;2024-01-28 06:00:00;6648.06400000
NE;NORDESTE;2024-01-28 06:00:00;10939.36900000
S;SUL;2024-01-28 06:00:00;8947.23799999
SE;SUDESTE;2024-01-28 06:00:00;34024.68299999
N;NORTE;2024-01-28 07:00:00;6391.62299999
NE;NORDESTE;2024-01-28 07:00:00;11018.08099999
S;SUL;2024-01-28 07:00:00;9540.69999999
SE;SUDESTE;2024-01-28 07:00:00;35146.05000000
N;NORTE;2024-01-28 08:00:00;6336.31500000
NE;NORDESTE;2024-01-28 08:00:00;11050.98900000
S;SUL;2024-01-28 08:00:00;9930.62000000
SE;SUDESTE;2024-01-28 08:00:00;36386.94699999
N;NORTE;2024-01-28 09:00:00;6270.49000000
NE;NORDESTE;2024-01-28 09:00:00;10867.45400000
S;SUL;2024-01-28 09:00:00;10083.80100000
SE;SUDESTE;2024-01-28 09:00:00;37313.68200000
N;NORTE;2024-01-28 10:00:00;6226.42700000
NE;NORDESTE;2024-01-28 10:00:00;10794.10800000
S;SUL;2024-01-28 10:00:00;10593.36199999
SE;SUDESTE;2024-01-28 10:00:00;38283.27699999
N;NORTE;2024-01-28 11:00:00;6303.27800000
NE;NORDESTE;2024-01-28 11:00:00;10865.85299999
S;SUL;2024-01-28 11:00:00;11199.56100000
SE;SUDESTE;2024-01-28 11:00:00;39227.95800000
N;NORTE;2024-01-28 12:00:00;6370.49700000
NE;NORDESTE;2024-01-28 12:00:00;11008.38200000
S;SUL;2024-01-28 12:00:00;11047.64499999
SE;SUDESTE;2024-01-28 12:00:00;39288.23900000
N;NORTE;2024-01-28 13:00:00;6386.72000000
NE;NORDESTE;2024-01-28 13:00:00;10912.74999999
S;SUL;2024-01-28 13:00:00;10910.03900000
SE;SUDESTE;2024-01-28 13:00:00;38528.90299999
N;NORTE;2024-01-28 14:00:00;6642.38599999
NE;NORDESTE;2024-01-28 14:00:00;10882.60299999
S;SUL;2024-01-28 14:00:00;10934.31600000
SE;SUDESTE;2024-01-28 14:00:00;37976.61200000
N;NORTE;2024-01-28 15:00:00;6735.29500000
NE;NORDESTE;2024-01-28 15:00:00;11097.42700000
S;SUL;2024-01-28 15:00:00;10945.98799999
SE;SUDESTE;2024-01-28 15:00:00;37858.88400000
N;NORTE;2024-01-28 16:00:00;6709.22099999
NE;NORDESTE;2024-01-28 16:00:00;11305.03699999
S;SUL;2024-01-28 16:00:00;11082.38200000
SE;SUDESTE;2024-01-28 16:00:00;38747.28499999
N;NORTE;2024-01-28 17:00:00;6686.99900000
NE;NORDESTE;2024-01-28 17:00:00;11663.12899999
S;SUL;2024-01-28 17:00:00;11386.50699999
SE;SUDESTE;2024-01-28 17:00:00;40128.41199999
N;NORTE;2024-01-28 18:00:00;6934.54900000
NE;NORDESTE;2024-01-28 18:00:00;12806.35400000
S;SUL;2024-01-28 18:00:00;11887.28300000
SE;SUDESTE;2024-01-28 18:00:00;41546.05299999
N;NORTE;2024-01-28 19:00:00;7375.29900000
NE;NORDESTE;2024-01-28 19:00:00;13158.16800000
S;SUL;2024-01-28 19:00:00;12696.34400000
SE;SUDESTE;2024-01-28 19:00:00;43951.34599999
N;NORTE;2024-01-28 20:00:00;7531.66600000
NE;NORDESTE;2024-01-28 20:00:00;13176.04899999
S;SUL;2024-01-28 20:00:00;13289.72400000
SE;SUDESTE;2024-01-28 20:00:00;44498.21399999
N;NORTE;2024-01-28 21:00:00;7522.19300000
NE;NORDESTE;2024-01-28 21:00:00;13435.67900000
S;SUL;2024-01-28 21:00:00;12912.97899999
SE;SUDESTE;2024-01-28 21:00:00;43677.23399999
N;NORTE;2024-01-28 22:00:00;7672.02899999
NE;NORDESTE;2024-01-28 22:00:00;13515.39599999
S;SUL;2024-01-28 22:00:00;12386.31699999
SE;SUDESTE;2024-01-28 22:00:00;42348.09399999
N;NORTE;2024-01-28 23:00:00;7600.69800000
NE;NORDESTE;2024-01-28 23:00:00;13306.35699999
S;SUL;2024-01-28 23:00:00;11662.44800000
SE;SUDESTE;2024-01-28 23:00:00;40306.68299999
N;NORTE;2024-01-29 00:00:00;7534.85200000
NE;NORDESTE;2024-01-29 00:00:00;12912.72699999
S;SUL;2024-01-29 00:00:00;10946.71899999
SE;SUDESTE;2024-01-29 00:00:00;38356.51899999
N;NORTE;2024-01-29 01:00:00;7418.44300000
NE;NORDESTE;2024-01-29 01:00:00;12612.04399999
S;SUL;2024-01-29 01:00:00;10407.15499999
SE;SUDESTE;2024-01-29 01:00:00;36741.94499999
N;NORTE;2024-01-29 02:00:00;7258.90000000
NE;NORDESTE;2024-01-29 02:00:00;12367.98000000
S;SUL;2024-01-29 02:00:00;10116.89699999
SE;SUDESTE;2024-01-29 02:00:00;35527.85799999
N;NORTE;2024-01-29 03:00:00;7075.26900000
NE;NORDESTE;2024-01-29 03:00:00;12115.74199999
S;SUL;2024-01-29 03:00:00;10007.22100000
SE;SUDESTE;2024-01-29 03:00:00;35072.83800000
N;NORTE;2024-01-29 04:00:00;6977.30600000
NE;NORDESTE;2024-01-29 04:00:00;11965.94099999
S;SUL;2024-01-29 04:00:00;10067.22700000
SE;SUDESTE;2024-01-29 04:00:00;35279.26300000
N;NORTE;2024-01-29 05:00:00;6883.49099999
NE;NORDESTE;2024-01-29 05:00:00;11575.11399999
S;SUL;2024-01-29 05:00:00;10608.20699999
SE;SUDESTE;2024-01-29 05:00:00;36406.59700000
N;NORTE;2024-01-29 06:00:00;6473.13700000
NE;NORDESTE;2024-01-29 06:00:00;11239.24800000
S;SUL;2024-01-29 06:00:00;11578.84200000
SE;SUDESTE;2024-01-29 06:00:00;38770.68000000
N;NORTE;2024-01-29 07:00:00;6701.23600000
NE;NORDESTE;2024-01-29 07:00:00;11913.33499999
S;SUL;2024-01-29 07:00:00;13341.60499999
SE;SUDESTE;2024-01-29 07:00:00;42584.95899999
N;NORTE;2024-01-29 08:00:00;7132.64400000
NE;NORDESTE;2024-01-29 08:00:00;12893.62899999
S;SUL;2024-01-29 08:00:00;14490.42800000
SE;SUDESTE;2024-01-29 08:00:00;45986.41999999
N;NORTE;2024-01-29 09:00:00;7331.14400000
NE;NORDESTE;2024-01-29 09:00:00;13307.00600000
S;SUL;2024-01-29 09:00:00;14912.06100000
SE;SUDESTE;2024-01-29 09:00:00;48017.30699999
N;NORTE;2024-01-29 10:00:00;7500.81500000
NE;NORDESTE;2024-01-29 10:00:00;13536.30200000
S;SUL;2024-01-29 10:00:00;15460.69699999
SE;SUDESTE;2024-01-29 10:00:00;49660.48500000
N;NORTE;2024-01-29 11:00:00;7502.16800000
NE;NORDESTE;2024-01-29 11:00:00;13568.97200000
S;SUL;2024-01-29 11:00:00;15936.70499999
SE;SUDESTE;2024-01-29 11:00:00;50435.60500000
N;NORTE;2024-01-29 12:00:00;7338.11000000
NE;NORDESTE;2024-01-29 12:00:00;13429.84899999
S;SUL;2024-01-29 12:00:00;15329.06499999
SE;SUDESTE;2024-01-29 12:00:00;50451.51999999
N;NORTE;2024-01-29 13:00:00;7757.23499999
NE;NORDESTE;2024-01-29 13:00:00;13689.59299999
S;SUL;2024-01-29 13:00:00;16239.64600000
SE;SUDESTE;2024-01-29 13:00:00;51226.46900000
N;NORTE;2024-01-29 14:00:00;8069.77300000
NE;NORDESTE;2024-01-29 14:00:00;13811.30900000
S;SUL;2024-01-29 14:00:00;16613.98599999
SE;SUDESTE;2024-01-29 14:00:00;51713.72399999
N;NORTE;2024-01-29 15:00:00;7991.26800000
NE;NORDESTE;2024-01-29 15:00:00;13918.21499999
S;SUL;2024-01-29 15:00:00;16376.64899999
SE;SUDESTE;2024-01-29 15:00:00;51629.39800000
N;NORTE;2024-01-29 16:00:00;7836.41400000
NE;NORDESTE;2024-01-29 16:00:00;13732.46800000
S;SUL;2024-01-29 16:00:00;16392.40299999
SE;SUDESTE;2024-01-29 16:00:00;51020.39399999
N;NORTE;2024-01-29 17:00:00;7461.62400000
NE;NORDESTE;2024-01-29 17:00:00;13216.87300000
S;SUL;2024-01-29 17:00:00;15646.63700000
SE;SUDESTE;2024-01-29 17:00:00;48641.66100000
N;NORTE;2024-01-29 18:00:00;7180.15500000
NE;NORDESTE;2024-01-29 18:00:00;13742.14900000
S;SUL;2024-01-29 18:00:00;14607.61799999
SE;SUDESTE;2024-01-29 18:00:00;47715.63400000
N;NORTE;2024-01-29 19:00:00;7418.91699999
NE;NORDESTE;2024-01-29 19:00:00;14054.81400000
S;SUL;2024-01-29 19:00:00;15272.33200000
SE;SUDESTE;2024-01-29 19:00:00;50368.65200000
