id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE;2024-02-25 22:00:00;48239.73700000
N;NORTE;2024-02-25 23:00:00;7508.93000000
NE;NORDESTE;2024-02-25 23:00:00;13045.77400000
S;SUL;2024-02-25 23:00:00;13741.36399999
SE;SUDESTE;2024-02-25 23:00:00;46180.68600000
N;NORTE;2024-02-26 00:00:00;7392.77199999
NE;NORDESTE;2024-02-26 00:00:00;12639.24700000
S;SUL;2024-02-26 00:00:00;13048.83700000
SE;SUDESTE;2024-02-26 00:00:00;43896.66099999
N;NORTE;2024-02-26 01:00:00;7251.77900000
NE;NORDESTE;2024-02-26 01:00:00;12242.51100000
S;SUL;2024-02-26 01:00:00;12520.69399999
SE;SUDESTE;2024-02-26 01:00:00;42229.69900000
N;NORTE;2024-02-26 02:00:00;7096.12299999
NE;NORDESTE;2024-02-26 02:00:00;11968.77800000
S;SUL;2024-02-26 02:00:00;12179.90800000
SE;SUDESTE;2024-02-26 02:00:00;41145.57000000
N;NORTE;2024-02-26 03:00:00;7006.20800000
NE;NORDESTE;2024-02-26 03:00:00;11816.60100000
S;SUL;2024-02-26 03:00:00;12065.62200000
SE;SUDESTE;2024-02-26 03:00:00;40364.21300000
N;NORTE;2024-02-26 04:00:00;6869.65100000
NE;NORDESTE;2024-02-26 04:00:00;11690.45399999
S;SUL;2024-02-26 04:00:00;12101.74800000
SE;SUDESTE;2024-02-26 04:00:00;40404.61400000
N;NORTE;2024-02-26 05:00:00;6792.63300000
NE;NORDESTE;2024-02-26 05:00:00;11439.19900000
S;SUL;2024-02-26 05:00:00;12643.03300000
SE;SUDESTE;2024-02-26 05:00:00;41866.06200000
N;NORTE;2024-02-26 06:00:00;6609.76799999
NE;NORDESTE;2024-02-26 06:00:00;11223.04499999
S;SUL;2024-02-26 06:00:00;13593.57100000
SE;SUDESTE;2024-02-26 06:00:00;43920.80900000
N;NORTE;2024-02-26 07:00:00;6557.96600000
NE;NORDESTE;2024-02-26 07:00:00;11884.46899999
S;SUL;2024-02-26 07:00:00;15202.96499999
SE;SUDESTE;2024-02-26 07:00:00;46954.00700000
N;NORTE;2024-02-26 08:00:00;6893.85699999
NE;NORDESTE;2024-02-26 08:00:00;12828.67699999
S;SUL;2024-02-26 08:00:00;16878.43000000
SE;SUDESTE;2024-02-26 08:00:00;50266.03100000
N;NORTE;2024-02-26 09:00:00;6916.41599999
NE;NORDESTE;2024-02-26 09:00:00;13247.73699999
S;SUL;2024-02-26 09:00:00;17262.98900000
SE;SUDESTE;2024-02-26 09:00:00;52486.45699999
N;NORTE;2024-02-26 10:00:00;7099.88899999
NE;NORDESTE;2024-02-26 10:00:00;13483.31199999
S;SUL;2024-02-26 10:00:00;17616.08199999
SE;SUDESTE;2024-02-26 10:00:00;54031.71099999
N;NORTE;2024-02-26 11:00:00;7107.59700000
NE;NORDESTE;2024-02-26 11:00:00;13502.12700000
S;SUL;2024-02-26 11:00:00;17605.23100000
SE;SUDESTE;2024-02-26 11:00:00;54828.48599999
N;NORTE;2024-02-26 12:00:00;7058.17899999
NE;NORDESTE;2024-02-26 12:00:00;13115.45600000
S;SUL;2024-02-26 12:00:00;16381.44800000
SE;SUDESTE;2024-02-26 12:00:00;54392.99399999
N;NORTE;2024-02-26 13:00:00;7282.66899999
NE;NORDESTE;2024-02-26 13:00:00;13406.16399999
S;SUL;2024-02-26 13:00:00;17078.74500000
SE;SUDESTE;2024-02-26 13:00:00;54989.39799999
N;NORTE;2024-02-26 14:00:00;7529.10099999
NE;NORDESTE;2024-02-26 14:00:00;13713.55699999
S;SUL;2024-02-26 14:00:00;17785.35800000
SE;SUDESTE;2024-02-26 14:00:00;55272.81000000
N;NORTE;2024-02-26 15:00:00;7553.06900000
NE;NORDESTE;2024-02-26 15:00:00;13844.14000000
S;SUL;2024-02-26 15:00:00;17754.39900000
SE;SUDESTE;2024-02-26 15:00:00;55226.60100000
N;NORTE;2024-02-26 16:00:00;7444.54700000
NE;NORDESTE;2024-02-26 16:00:00;13768.28400000
S;SUL;2024-02-26 16:00:00;17542.84299999
SE;SUDESTE;2024-02-26 16:00:00;54414.64700000
N;NORTE;2024-02-26 17:00:00;7204.00800000
NE;NORDESTE;2024-02-26 17:00:00;13148.85699999
S;SUL;2024-02-26 17:00:00;16856.27100000
SE;SUDESTE;2024-02-26 17:00:00;51852.42000000
N;NORTE;2024-02-26 18:00:00;7014.05699999
NE;NORDESTE;2024-02-26 18:00:00;13813.46899999
S;SUL;2024-02-26 18:00:00;16042.02699999
SE;SUDESTE;2024-02-26 18:00:00;51500.76000000
N;NORTE;2024-02-26 19:00:00;7257.52000000
NE;NORDESTE;2024-02-26 19:00:00;13975.48200000
S;SUL;2024-02-26 19:00:00;17016.38800000
SE;SUDESTE;2024-02-26 19:00:00;53902.63999999
N;NORTE;2024-02-26 20:00:00;7385.31299999
NE;NORDESTE;2024-02-26 20:00:00;13908.90100000
S;SUL;2024-02-26 20:00:00;16928.74199999
SE;SUDESTE;2024-02-26 20:00:00;53996.26299999
N;NORTE;2024-02-26 21:00:00;7553.61099999
NE;NORDESTE;2024-02-26 21:00:00;14227.34500000
S;SUL;2024-02-26 21:00:00;16734.60599999
SE;SUDESTE;2024-02-26 21:00:00;53499.28600000
N;NORTE;2024-02-26 22:00:00;7627.86700000
NE;NORDESTE;2024-02-26 22:00:00;14061.31999999
S;SUL;2024-02-26 22:00:00;15980.97400000
SE;SUDESTE;2024-02-26 22:00:00;51338.15499999
N;NORTE;2024-02-26 23:00:00;7553.87100000
NE;NORDESTE;2024-02-26 23:00:00;13645.15700000
S;SUL;2024-02-26 23:00:00;14903.33999999
SE;SUDESTE;2024-02-26 23:00:00;48472.05299999
N;NORTE;2024-02-27 00:00:00;7450.55699999
NE;NORDESTE;2024-02-27 00:00:00;13145.64399999
S;SUL;2024-02-27 00:00:00;13907.60199999
SE;SUDESTE;2024-02-27 00:00:00;45766.97599999
N;NORTE;2024-02-27 01:00:00;7303.75400000
NE;NORDESTE;2024-02-27 01:00:00;12757.21400000
S;SUL;2024-02-27 01:00:00;13134.73600000
SE;SUDESTE;2024-02-27 01:00:00;43609.64400000
N;NORTE;2024-02-27 02:00:00;7151.54600000
NE;NORDESTE;2024-02-27 02:00:00;12488.88400000
S;SUL;2024-02-27 02:00:00;12704.23100000
SE;SUDESTE;2024-02-27 02:00:00;42318.20800000
N;NORTE;2024-02-27 03:00:00;7040.08799999
NE;NORDESTE;2024-02-27 03:00:00;12314.13899999
S;SUL;2024-02-27 03:00:00;12496.44600000
SE;SUDESTE;2024-02-27 03:00:00;41704.16799999
N;NORTE;2024-02-27 04:00:00;6994.70400000
NE;NORDESTE;2024-02-27 04:00:00;12244.21100000
S;SUL;2024-02-27 04:00:00;12435.76800000
SE;SUDESTE;2024-02-27 04:00:00;41712.54700000
N;NORTE;2024-02-27 05:00:00;7014.99100000
NE;NORDESTE;2024-02-27 05:00:00;11992.21300000
S;SUL;2024-02-27 05:00:00;12915.02700000
SE;SUDESTE;2024-02-27 05:00:00;43031.71799999
N;NORTE;2024-02-27 06:00:00;6758.93500000
NE;NORDESTE;2024-02-27 06:00:00;11707.25000000
S;SUL;2024-02-27 06:00:00;13894.33100000
SE;SUDESTE;2024-02-27 06:00:00;44863.31199999
N;NORTE;2024-02-27 07:00:00;6610.31400000
NE;NORDESTE;2024-02-27 07:00:00;12401.18599999
S;SUL;2024-02-27 07:00:00;15448.88600000
SE;SUDESTE;2024-02-27 07:00:00;47548.02799999
N;NORTE;2024-02-27 08:00:00;6890.87400000
NE;NORDESTE;2024-02-27 08:00:00;13176.35800000
S;SUL;2024-02-27 08:00:00;16991.66899999
SE;SUDESTE;2024-02-27 08:00:00;50801.86899999
N;NORTE;2024-02-27 09:00:00;6981.78700000
NE;NORDESTE;2024-02-27 09:00:00;13672.41200000
S;SUL;2024-02-27 09:00:00;17309.70100000
SE;SUDESTE;2024-02-27 09:00:00;53163.84899999
N;NORTE;2024-02-27 10:00:00;7045.99199999
NE;NORDESTE;2024-02-27 10:00:00;13943.53300000
S;SUL;2024-02-27 10:00:00;17463.65399999
SE;SUDESTE;2024-02-27 10:00:00;54666.06600000
N;NORTE;2024-02-27 11:00:00;7087.10100000
NE;NORDESTE;2024-02-27 11:00:00;13975.05100000
S;SUL;2024-02-27 11:00:00;17455.40899999
SE;SUDESTE;2024-02-27 11:00:00;55544.51700000
N;NORTE;2024-02-27 12:00:00;7070.37500000
NE;NORDESTE;2024-02-27 12:00:00;13626.28600000
S;SUL;2024-02-27 12:00:00;16406.70000000
SE;SUDESTE;2024-02-27 12:00:00;55265.61999999
N;NORTE;2024-02-27 13:00:00;7554.46299999
NE;NORDESTE;2024-02-27 13:00:00;13924.14200000
S;SUL;2024-02-27 13:00:00;17478.83299999
SE;SUDESTE;2024-02-27 13:00:00;56355.10600000
N;NORTE;2024-02-27 14:00:00;7822.71299999
NE;NORDESTE;2024-02-27 14:00:00;14195.21600000
S;SUL;2024-02-27 14:00:00;18008.36799999
SE;SUDESTE;2024-02-27 14:00:00;57091.07499999
N;NORTE;2024-02-27 15:00:00;7821.21800000
NE;NORDESTE;2024-02-27 15:00:00;14014.61500000
S;SUL;2024-02-27 15:00:00;18219.08400000
SE;SUDESTE;2024-02-27 15:00:00;56940.60099999
N;NORTE;2024-02-27 16:00:00;7716.22500000
NE;NORDESTE;2024-02-27 16:00:00;13685.97300000
S;SUL;2024-02-27 16:00:00;18317.36899999
SE;SUDESTE;2024-02-27 16:00:00;56125.94400000
N;NORTE;2024-02-27 17:00:00;7351.96799999
NE;NORDESTE;2024-02-27 17:00:00;12950.14000000
S;SUL;2024-02-27 17:00:00;17292.00800000
SE;SUDESTE;2024-02-27 17:00:00;53679.53900000
N;NORTE;2024-02-27 18:00:00;7189.31600000
NE;NORDESTE;2024-02-27 18:00:00;13516.64600000
S;SUL;2024-02-27 18:00:00;16315.31399999
SE;SUDESTE;2024-02-27 18:00:00;53346.61400000
N;NORTE;2024-02-27 19:00:00;7485.42100000
NE;NORDESTE;2024-02-27 19:00:00;13943.90599999
S;SUL;2024-02-27 19:00:00;17196.66999999
SE;SUDESTE;2024-02-27 19:00:00;55652.02200000
N;NORTE;2024-02-27 20:00:00;7591.32099999
NE;NORDESTE;2024-02-27 20:00:00;13944.23000000
S;SUL;2024-02-27 20:00:00;17020.46799999
SE;SUDESTE;2024-02-27 20:00:00;55775.01099999
N;NORTE;2024-02-27 21:00:00;7781.77299999
NE;NORDESTE;2024-02-27 21:00:00;14250.29300000
S;SUL;2024-02-27 21:00:00;16909.76099999
SE;SUDESTE;2024-02-27 21:00:00;55582.79300000
N;NORTE;2024-02-27 22:00:00;7828.00399999
NE;NORDESTE;2024-02-27 22:00:00;14193.07800000
S;SUL;2024-02-27 22:00:00;16192.08199999
SE;SUDESTE;2024-02-27 22:00:00;53601.80899999
N;NORTE;2024-02-27 23:00:00;7797.30700000
NE;NORDESTE;2024-02-27 23:00:00;13786.12499999
S;SUL;2024-02-27 23:00:00;15112.18800000
SE;SUDESTE;2024-02-27 23:00:00;50874.01799999
N;NORTE;2024-02-28 00:00:00;7681.45299999
NE;NORDESTE;2024-02-28 00:00:00;13352.72899999
S;SUL;2024-02-28 00:00:00;14124.35500000
SE;SUDESTE;2024-02-28 00:00:00;48157.58300000
N;NORTE;2024-02-28 01:00:00;7519.78400000
NE;NORDESTE;2024-02-28 01:00:00;13024.19300000
S;SUL;2024-02-28 01:00:00;13258.51299999
SE;SUDESTE;2024-02-28 01:00:00;45844.12599999
N;NORTE;2024-02-28 02:00:00;7292.31000000
NE;NORDESTE;2024-02-28 02:00:00;12807.87500000
S;SUL;2024-02-28 02:00:00;12692.34200000
SE;SUDESTE;2024-02-28 02:00:00;44252.10800000
N;NORTE;2024-02-28 03:00:00;7111.24100000
NE;NORDESTE;2024-02-28 03:00:00;12656.26099999
S;SUL;2024-02-28 03:00:00;12379.63699999
SE;SUDESTE;2024-02-28 03:00:00;43358.92899999
N;NORTE;2024-02-28 04:00:00;6985.29399999
NE;NORDESTE;2024-02-28 04:00:00;12506.98499999
S;SUL;2024-02-28 04:00:00;12316.97600000
SE;SUDESTE;2024-02-28 04:00:00;43275.32499999
N;NORTE;2024-02-28 05:00:00;6915.00700000
NE;NORDESTE;2024-02-28 05:00:00;12208.41499999
S;SUL;2024-02-28 05:00:00;12808.52800000
SE;SUDESTE;2024-02-28 05:00:00;44500.49999999
N;NORTE;2024-02-28 06:00:00;6717.79300000
NE;NORDESTE;2024-02-28 06:00:00;11848.16200000
S;SUL;2024-02-28 06:00:00;13654.02300000
SE;SUDESTE;2024-02-28 06:00:00;46055.46099999
N;NORTE;2024-02-28 07:00:00;6641.21700000
NE;NORDESTE;2024-02-28 07:00:00;12218.61400000
S;SUL;2024-02-28 07:00:00;15212.69700000
SE;SUDESTE;2024-02-28 07:00:00;48891.30899999
N;NORTE;2024-02-28 08:00:00;6994.70999999
NE;NORDESTE;2024-02-28 08:00:00;12867.62600000
S;SUL;2024-02-28 08:00:00;16865.20699999
SE;SUDESTE;2024-02-28 08:00:00;52432.96999999
N;NORTE;2024-02-28 09:00:00;7030.37199999
NE;NORDESTE;2024-02-28 09:00:00;13340.22300000
S;SUL;2024-02-28 09:00:00;17622.07299999
SE;SUDESTE;2024-02-28 09:00:00;54698.34100000
N;NORTE;2024-02-28 10:00:00;7112.28400000
NE;NORDESTE;2024-02-28 10:00:00;14064.11299999
S;SUL;2024-02-28 10:00:00;18431.80900000
SE;SUDESTE;2024-02-28 10:00:00;56358.23000000
N;NORTE;2024-02-28 11:00:00;7121.01099999
NE;NORDESTE;2024-02-28 11:00:00;13818.23799999
S;SUL;2024-02-28 11:00:00;18653.50200000
SE;SUDESTE;2024-02-28 11:00:00;57119.86299999
N;NORTE;2024-02-28 12:00:00;7014.97000000
NE;NORDESTE;2024-02-28 12:00:00;13441.12299999
S;SUL;2024-02-28 12:00:00;17605.89500000
SE;SUDESTE;2024-02-28 12:00:00;56711.97000000
N;NORTE;2024-02-28 13:00:00;7215.93600000
NE;NORDESTE;2024-02-28 13:00:00;13857.27999999
S;SUL;2024-02-28 13:00:00;18385.41799999
SE;SUDESTE;2024-02-28 13:00:00;57648.92300000
N;NORTE;2024-02-28 14:00:00;7496.31699999
NE;NORDESTE;2024-02-28 14:00:00;14351.51200000
S;SUL;2024-02-28 14:00:00;19080.80099999
SE;SUDESTE;2024-02-28 14:00:00;58345.66400000
N;NORTE;2024-02-28 15:00:00;7679.82400000
NE;NORDESTE;2024-02-28 15:00:00;14223.43600000
S;SUL;2024-02-28 15:00:00;19022.42599999
SE;SUDESTE;2024-02-28 15:00:00;57949.25600000
N;NORTE;2024-02-28 16:00:00;7707.38799999
NE;NORDESTE;2024-02-28 16:00:00;14317.63900000
S;SUL;2024-02-28 16:00:00;18784.22799999
SE;SUDESTE;2024-02-28 16:00:00;57056.00600000
N;NORTE;2024-02-28 17:00:00;7495.36399999
NE;NORDESTE;2024-02-28 17:00:00;14039.00099999
S;SUL;2024-02-28 17:00:00;17680.22000000
SE;SUDESTE;2024-02-28 17:00:00;54244.28400000
N;NORTE;2024-02-28 18:00:00;7415.37299999
NE;NORDESTE;2024-02-28 18:00:00;14436.26000000
S;SUL;2024-02-28 18:00:00;16595.43700000
SE;SUDESTE;2024-02-28 18:00:00;54081.23600000
N;NORTE;2024-02-28 19:00:00;7709.39500000
NE;NORDESTE;2024-02-28 19:00:00;14637.98700000
S;SUL;2024-02-28 19:00:00;17574.44400000
SE;SUDESTE;2024-02-28 19:00:00;55949.78100000
N;NORTE;2024-02-28 20:00:00;7826.57300000
NE;NORDESTE;2024-02-28 20:00:00;14581.53400000
S;SUL;2024-02-28 20:00:00;17406.71399999
SE;SUDESTE;2024-02-28 20:00:00;56148.52399999
N;NORTE;2024-02-28 21:00:00;8027.61900000
NE;NORDESTE;2024-02-28 21:00:00;14831.65700000
S;SUL;2024-02-28 21:00:00;17274.34699999
SE;SUDESTE;2024-02-28 21:00:00;55977.33700000
N;NORTE;2024-02-28 22:00:00;8063.52499999
NE;NORDESTE;2024-02-28 22:00:00;14658.74100000
S;SUL;2024-02-28 22:00:00;16632.66600000
SE;SUDESTE;2024-02-28 22:00:00;54315.32699999
N;NORTE;2024-02-28 23:00:00;7988.61399999
NE;NORDESTE;2024-02-28 23:00:00;14336.41800000
S;SUL;2024-02-28 23:00:00;15521.55000000
SE;SUDESTE;2024-02-28 23:00:00;51616.32999999
N;NORTE;2024-02-29 00:00:00;7900.13200000
NE;NORDESTE;2024-02-29 00:00:00;13673.76600000
S;SUL;2024-02-29 00:00:00;14679.62000000
SE;SUDESTE;2024-02-29 00:00:00;48929.83199999
N;NORTE;2024-02-29 01:00:00;7669.18200000
NE;NORDESTE;2024-02-29 01:00:00;13226.26800000
S;SUL;2024-02-29 01:00:00;13858.06999999
SE;SUDESTE;2024-02-29 01:00:00;46745.16600000
N;NORTE;2024-02-29 02:00:00;7494.01799999
NE;NORDESTE;2024-02-29 02:00:00;12916.20800000
S;SUL;2024-02-29 02:00:00;13293.05699999
SE;SUDESTE;2024-02-29 02:00:00;45307.49299999
N;NORTE;2024-02-29 03:00:00;7302.96500000
NE;NORDESTE;2024-02-29 03:00:00;12706.03900000
S;SUL;2024-02-29 03:00:00;12958.81499999
SE;SUDESTE;2024-02-29 03:00:00;44432.32600000
N;NORTE;2024-02-29 04:00:00;7180.57600000
NE;NORDESTE;2024-02-29 04:00:00;12581.85200000
S;SUL;2024-02-29 04:00:00;12845.56299999
SE;SUDESTE;2024-02-29 04:00:00;44202.35500000
N;NORTE;2024-02-29 05:00:00;7066.35800000
NE;NORDESTE;2024-02-29 05:00:00;12336.32200000
S;SUL;2024-02-29 05:00:00;13275.31099999
SE;SUDESTE;2024-02-29 05:00:00;45238.02500000
N;NORTE;2024-02-29 06:00:00;6802.25199999
NE;NORDESTE;2024-02-29 06:00:00;11937.62400000
S;SUL;2024-02-29 06:00:00;14109.80500000
SE;SUDESTE;2024-02-29 06:00:00;46843.74099999
N;NORTE;2024-02-29 07:00:00;6642.21700000
NE;NORDESTE;2024-02-29 07:00:00;12288.15200000
S;SUL;2024-02-29 07:00:00;15500.19299999
SE;SUDESTE;2024-02-29 07:00:00;49705.25299999
N;NORTE;2024-02-29 08:00:00;6843.46900000
NE;NORDESTE;2024-02-29 08:00:00;12918.23100000
S;SUL;2024-02-29 08:00:00;17105.34800000
SE;SUDESTE;2024-02-29 08:00:00;53033.60299999
N;NORTE;2024-02-29 09:00:00;7070.88200000
NE;NORDESTE;2024-02-29 09:00:00;13457.67100000
S;SUL;2024-02-29 09:00:00;17653.42099999
SE;SUDESTE;2024-02-29 09:00:00;54805.40200000
N;NORTE;2024-02-29 10:00:00;7168.68400000
NE;NORDESTE;2024-02-29 10:00:00;13821.44999999
S;SUL;2024-02-29 10:00:00;18309.13100000
SE;SUDESTE;2024-02-29 10:00:00;56322.41799999
N;NORTE;2024-02-29 11:00:00;7131.43500000
NE;NORDESTE;2024-02-29 11:00:00;13800.24399999
S;SUL;2024-02-29 11:00:00;18420.12500000
SE;SUDESTE;2024-02-29 11:00:00;56986.62500000
N;NORTE;2024-02-29 12:00:00;7073.24600000
NE;NORDESTE;2024-02-29 12:00:00;13390.94700000
S;SUL;2024-02-29 12:00:00;17247.24100000
SE;SUDESTE;2024-02-29 12:00:00;56328.45200000
N;NORTE;2024-02-29 13:00:00;7440.05000000
NE;NORDESTE;2024-02-29 13:00:00;13682.81000000
S;SUL;2024-02-29 13:00:00;18008.54899999
SE;SUDESTE;2024-02-29 13:00:00;57717.95300000
N;NORTE;2024-02-29 14:00:00;7810.31900000
NE;NORDESTE;2024-02-29 14:00:00;14233.04600000
S;SUL;2024-02-29 14:00:00;18443.66500000
SE;SUDESTE;2024-02-29 14:00:00;58814.24500000
N;NORTE;2024-02-29 15:00:00;7892.86300000
NE;NORDESTE;2024-02-29 15:00:00;14337.02000000
S;SUL;2024-02-29 15:00:00;18323.40100000
SE;SUDESTE;2024-02-29 15:00:00;58830.01200000
N;NORTE;2024-02-29 16:00:00;7901.62499999
NE;NORDESTE;2024-02-29 16:00:00;14310.84899999
S;SUL;2024-02-29 16:00:00;18307.85500000
SE;SUDESTE;2024-02-29 16:00:00;58006.74999999
N;NORTE;2024-02-29 17:00:00;7709.10400000
NE;NORDESTE;2024-02-29 17:00:00;13802.03600000
S;SUL;2024-02-29 17:00:00;17357.01500000
SE;SUDESTE;2024-02-29 17:00:00;55036.75200000
N;NORTE;2024-02-29 18:00:00;7622.59900000
NE;NORDESTE;2024-02-29 18:00:00;14386.43000000
S;SUL;2024-02-29 18:00:00;16379.13800000
SE;SUDESTE;2024-02-29 18:00:00;54355.12699999
N;NORTE;2024-02-29 19:00:00;8006.17299999
NE;NORDESTE;2024-02-29 19:00:00;14697.63100000
S;SUL;2024-02-29 19:00:00;17291.96700000
SE;SUDESTE;2024-02-29 19:00:00;56053.74699999
N;NORTE;2024-02-29 20:00:00;8161.16800000
NE;NORDESTE;2024-02-29 20:00:00;14808.06899999
S;SUL;2024-02-29 20:00:00;17174.25999999
SE;SUDESTE;2024-02-29 20:00:00;56383.45700000
N;NORTE;2024-02-29 21:00:00;8233.50099999
NE;NORDESTE;2024-02-29 21:00:00;15078.89700000
S;SUL;2024-02-29 21:00:00;17079.11299999
SE;SUDESTE;2024-02-29 21:00:00;56339.27499999
N;NORTE;2024-02-29 22:00:00;8379.34100000
NE;NORDESTE;2024-02-29 22:00:00;14960.13000000
S;SUL;2024-02-29 22:00:00;16445.80999999
SE;SUDESTE;2024-02-29 22:00:00;54398.97499999
N;NORTE;2024-02-29 23:00:00;8247.19199999
NE;NORDESTE;2024-02-29 23:00:00;14683.43499999
S;SUL;2024-02-29 23:00:00;15385.03400000
SE;SUDESTE;2024-02-29 23:00:00;51745.13000000
N;NORTE;2024-03-01 00:00:00;8142.26500000
NE;NORDESTE;2024-03-01 00:00:00;14236.47400000
S;SUL;2024-03-01 00:00:00;14327.71100000
SE;SUDESTE;2024-03-01 00:00:00;48993.71200000
N;NORTE;2024-03-01 01:00:00;7883.87500000
NE;NORDESTE;2024-03-01 01:00:00;13867.71800000
S;SUL;2024-03-01 01:00:00;13540.01000000
SE;SUDESTE;2024-03-01 01:00:00;46922.26499999
N;NORTE;2024-03-01 02:00:00;7468.40899999
NE;NORDESTE;2024-03-01 02:00:00;13511.86899999
S;SUL;2024-03-01 02:00:00;13014.17700000
SE;SUDESTE;2024-03-01 02:00:00;45525.65000000
N;NORTE;2024-03-01 03:00:00;7357.28500000
NE;NORDESTE;2024-03-01 03:00:00;13202.90900000
S;SUL;2024-03-01 03:00:00;12687.29200000
SE;SUDESTE;2024-03-01 03:00:00;44698.25799999
N;NORTE;2024-03-01 04:00:00;7411.68700000
NE;NORDESTE;2024-03-01 04:00:00;13069.58700000
S;SUL;2024-03-01 04:00:00;12643.66099999
SE;SUDESTE;2024-03-01 04:00:00;44400.85100000
N;NORTE;2024-03-01 05:00:00;7346.52500000
NE;NORDESTE;2024-03-01 05:00:00;12744.90700000
S;SUL;2024-03-01 05:00:00;13078.89000000
SE;SUDESTE;2024-03-01 05:00:00;45351.98400000
N;NORTE;2024-03-01 06:00:00;7112.62799999
NE;NORDESTE;2024-03-01 06:00:00;12490.86799999
S;SUL;2024-03-01 06:00:00;13924.97900000
SE;SUDESTE;2024-03-01 06:00:00;46570.12999999
N;NORTE;2024-03-01 07:00:00;7109.74300000
NE;NORDESTE;2024-03-01 07:00:00;13006.26099999
S;SUL;2024-03-01 07:00:00;15366.14800000
SE;SUDESTE;2024-03-01 07:00:00;49449.11500000
N;NORTE;2024-03-01 08:00:00;7457.71100000
NE;NORDESTE;2024-03-01 08:00:00;13751.11999999
S;SUL;2024-03-01 08:00:00;16938.90499999
SE;SUDESTE;2024-03-01 08:00:00;52985.82900000
N;NORTE;2024-03-01 09:00:00;7672.98099999
NE;NORDESTE;2024-03-01 09:00:00;14188.45100000
S;SUL;2024-03-01 09:00:00;17281.30000000
SE;SUDESTE;2024-03-01 09:00:00;54818.73399999
N;NORTE;2024-03-01 10:00:00;7707.27500000
NE;NORDESTE;2024-03-01 10:00:00;14687.00500000
S;SUL;2024-03-01 10:00:00;17826.33900000
SE;SUDESTE;2024-03-01 10:00:00;56157.38900000
N;NORTE;2024-03-01 11:00:00;7655.29700000
NE;NORDESTE;2024-03-01 11:00:00;14720.88199999
S;SUL;2024-03-01 11:00:00;18124.50200000
SE;SUDESTE;2024-03-01 11:00:00;56383.47299999
N;NORTE;2024-03-01 12:00:00;7390.82199999
NE;NORDESTE;2024-03-01 12:00:00;14311.50699999
S;SUL;2024-03-01 12:00:00;17201.86400000
SE;SUDESTE;2024-03-01 12:00:00;55562.53999999
N;NORTE;2024-03-01 13:00:00;7717.95499999
NE;NORDESTE;2024-03-01 13:00:00;14421.95600000
S;SUL;2024-03-01 13:00:00;18066.71800000
SE;SUDESTE;2024-03-01 13:00:00;56771.03299999
N;NORTE;2024-03-01 14:00:00;8015.08300000
NE;NORDESTE;2024-03-01 14:00:00;14534.06800000
S;SUL;2024-03-01 14:00:00;18502.61199999
SE;SUDESTE;2024-03-01 14:00:00;57714.33600000
N;NORTE;2024-03-01 15:00:00;7841.47100000
NE;NORDESTE;2024-03-01 15:00:00;14472.79800000
S;SUL;2024-03-01 15:00:00;18108.20000000
SE;SUDESTE;2024-03-01 15:00:00;57375.43000000
N;NORTE;2024-03-01 16:00:00;7895.04100000
NE;NORDESTE;2024-03-01 16:00:00;14393.20200000
S;SUL;2024-03-01 16:00:00;17714.30599999
SE;SUDESTE;2024-03-01 16:00:00;55339.19000000
N;NORTE;2024-03-01 17:00:00;7657.87099999
NE;NORDESTE;2024-03-01 17:00:00;13989.70499999
S;SUL;2024-03-01 17:00:00;16907.10499999
SE;SUDESTE;2024-03-01 17:00:00;52819.65999999
N;NORTE;2024-03-01 18:00:00;7323.53199999
NE;NORDESTE;2024-03-01 18:00:00;14632.79300000
S;SUL;2024-03-01 18:00:00;16168.88699999
SE;SUDESTE;2024-03-01 18:00:00;52755.91400000
N;NORTE;2024-03-01 19:00:00;7640.15000000
NE;NORDESTE;2024-03-01 19:00:00;14778.46000000
S;SUL;2024-03-01 19:00:00;17180.92199999
SE;SUDESTE;2024-03-01 19:00:00;54063.35999999
N;NORTE;2024-03-01 20:00:00;7811.07900000
NE;NORDESTE;2024-03-01 20:00:00;14690.97200000
S;SUL;2024-03-01 20:00:00;16998.80499999
SE;SUDESTE;2024-03-01 20:00:00;53647.89699999
N;NORTE;2024-03-01 21:00:00;7951.05099999
NE;NORDESTE;2024-03-01 21:00:00;15085.96900000
S;SUL;2024-03-01 21:00:00;16885.40099999
SE;SUDESTE;2024-03-01 21:00:00;53030.17200000
N;NORTE;2024-03-01 22:00:00;8025.50800000
NE;NORDESTE;2024-03-01 22:00:00;15168.27100000
S;SUL;2024-03-01 22:00:00;16376.01100000
SE;SUDESTE;2024-03-01 22:00:00;51362.99699999
N;NORTE;2024-03-01 23:00:00;7824.93000000
NE;NORDESTE;2024-03-01 23:00:00;14828.85099999
S;SUL;2024-03-01 23:00:00;15513.91099999
SE;SUDESTE;2024-03-01 23:00:00;49237.89599999
N;NORTE;2024-03-02 00:00:00;7817.75800000
NE;NORDESTE;2024-03-02 00:00:00;14367.54800000
S;SUL;2024-03-02 00:00:00;14504.09499999
SE;SUDESTE;2024-03-02 00:00:00;46951.90400000
N;NORTE;2024-03-02 01:00:00;7687.52200000
NE;NORDESTE;2024-03-02 01:00:00;13887.32700000
S;SUL;2024-03-02 01:00:00;13727.61199999
SE;SUDESTE;2024-03-02 01:00:00;45034.81400000
N;NORTE;2024-03-02 02:00:00;7563.39299999
